scope,event_id,player,other_events_W,other_events_N,skill
development only,6aaac3d9f1243e65f9802bad,mega_rezpectore_ex,33,50,0.5465437063680699
development only,6aaac3d9f1243e65f9802bad,minato,145,229,0.5219989243641159
development only,6aaac3d9f1243e65f9802bad,mo_23,11,29,-0.3629054936893685
development only,6aaac3d9f1243e65f9802bad,mockmokomok,0,0,0.0
development only,6aaac3d9f1243e65f9802bad,mred,9,19,-0.06899287148695143
development only,6aaac3d9f1243e65f9802bad,mspinguino,31,79,-0.3867729750960119
development only,6aaac3d9f1243e65f9802bad,nakopol91,90,157,0.2772107725844855
development only,6aaac3d9f1243e65f9802bad,nandosgude,24,47,0.03509131981127019
development only,6aaac3d9f1243e65f9802bad,njjord7,61,105,0.2978344439157989
development only,6aaac3d9f1243e65f9802bad,nyrq,96,215,-0.20516104876377736
development only,6aaac3d9f1243e65f9802bad,pauk55,69,147,-0.11477551459242818
development only,6aaac3d9f1243e65f9802bad,pierfigo,87,160,0.1650797503594486
development only,6aaac3d9f1243e65f9802bad,pikaicetea,9,23,-0.3053816495511819
development only,6aaac3d9f1243e65f9802bad,ppitopin8,16,36,-0.1743533871447778
development only,6aaac3d9f1243e65f9802bad,preluxe,69,111,0.4539174914941112
development only,6aaac3d9f1243e65f9802bad,pvblo,0,0,0.0
development only,6aaac3d9f1243e65f9802bad,razbersky202,55,103,0.12405264866997882
development only,6aaac3d9f1243e65f9802bad,rekklesbert,8,13,0.26236426446749106
development only,6aaac3d9f1243e65f9802bad,renjana,2,5,-0.13353139262452263
development only,6aaac3d9f1243e65f9802bad,sagemodexy,5,16,-0.4700036292457356
development only,6aaac3d9f1243e65f9802bad,sandy_permata205,22,41,0.11778303565638346
development only,6aaac3d9f1243e65f9802bad,sansskut,2,8,-0.45198512374305727
development only,6aaac3d9f1243e65f9802bad,saripac,0,3,-0.4700036292457356
development only,6aaac3d9f1243e65f9802bad,sawitlovers,21,70,-0.7308875085427924
development only,6aaac3d9f1243e65f9802bad,scavagerx,1,5,-0.40546510810816444
development only,6aaac3d9f1243e65f9802bad,shaquill10,6,16,-0.3101549283038396
development only,6aaac3d9f1243e65f9802bad,sinorci200,56,96,0.30421137440299156
development only,6aaac3d9f1243e65f9802bad,sleepy512pete,33,99,-0.6250937173149297
development only,6aaac3d9f1243e65f9802bad,soap728,51,108,-0.10178269430994236
development only,6aaac3d9f1243e65f9802bad,spritzol,10,24,-0.2363887780642304
development only,6aaac3d9f1243e65f9802bad,supreme13,85,156,0.1690763300439339
development only,6aaac3d9f1243e65f9802bad,syr,20,45,-0.1823215567939546
development only,6aaac3d9f1243e65f9802bad,tcgyami,7,13,0.0870113769896297
development only,6aaac3d9f1243e65f9802bad,tesla20,20,53,-0.41871033485818493
development only,6aaac3d9f1243e65f9802bad,thekyle,5,7,0.3566749439387324
development only,6aaac3d9f1243e65f9802bad,thomasxavier21,40,108,-0.4837969513780713
development only,6aaac3d9f1243e65f9802bad,tyrendemer825,15,35,-0.2231435513142097
development only,6aaac3d9f1243e65f9802bad,unknownxiii,12,19,0.3483066942682158
development only,6aaac3d9f1243e65f9802bad,vitorinsky,50,110,-0.1670540846631662
development only,6aaac3d9f1243e65f9802bad,warpis,84,161,0.0819171224678868
development only,6aaac3d9f1243e65f9802bad,xastur,53,109,-0.05043085362689197
development only,6aaac3d9f1243e65f9802bad,yukiiiii,7,14,0.0
development only,6aaac3d9f1243e65f9802bad,yuta_06,4,14,-0.5108256237659907
development only,6aaac3d9f1243e65f9802bad,zadakyel,7,16,-0.15415067982725836
development only,6aaac3d9f1243e65f9802bad,zegger,0,0,0.0
development only,6aaad41638886b36383c1ad5,2811,38,74,0.047628048989254664
development only,6aaad41638886b36383c1ad5,akaseahri,10,24,-0.2363887780642304
development only,6aaad41638886b36383c1ad5,butterflybabe,14,58,-0.9473813189441862
development only,6aaad41638886b36383c1ad5,cloudchasing,0,0,0.0
development only,6aaad41638886b36383c1ad5,dashmd,24,74,-0.640037355245997
development only,6aaad41638886b36383c1ad5,elmarcoo,65,136,-0.08223809823697212
development only,6aaad41638886b36383c1ad5,ethonians,11,26,-0.2231435513142097
development only,6aaad41638886b36383c1ad5,gavinkadink,0,0,0.0
development only,6aaad41638886b36383c1ad5,ibi0307ibi,3,23,-1.1394342831883648
development only,6aaad41638886b36383c1ad5,jetskiforless,10,31,-0.5500463369192721
development only,6aaad41638886b36383c1ad5,kayjay,25,69,-0.4906229164484712
development only,6aaad41638886b36383c1ad5,kovacs469,48,91,0.09909090264423097
development only,6aaad41638886b36383c1ad5,lanora,77,145,0.11625980611586202
development only,6aaad41638886b36383c1ad5,leviedelman,8,21,-0.325422400434628
development only,6aaad41638886b36383c1ad5,lolocatchem,13,32,-0.2876820724517809
development only,6aaad41638886b36383c1ad5,luxmea,7,15,-0.08004270767353637
development only,6aaad41638886b36383c1ad5,mega_rezpectore_ex,31,47,0.5389965007326869
development only,6aaad41638886b36383c1ad5,oscarparra,41,80,0.044451762570833796
development only,6aaad41638886b36383c1ad5,shmo,39,72,0.14660347419187544
development only,6aaad41638886b36383c1ad5,shogunabs,0,2,-0.3364722366212129
development only,6aaad41638886b36383c1ad5,sleepy512pete,29,93,-0.7077459799810979
development only,6aaad41638886b36383c1ad5,sparadrap,73,140,0.08004270767353636
development only,6aaad41638886b36383c1ad5,stardast,10,30,-0.5108256237659907
development only,6aaad41638886b36383c1ad5,tbenjab,1,4,-0.2876820724517809
development only,6aaad41638886b36383c1ad5,thefunk1,21,36,0.26236426446749106
development only,6aaad41638886b36383c1ad5,twidleurstixx,2,14,-0.8873031950009028
development only,6aaad41638886b36383c1ad5,wall456,55,132,-0.31237468504215243
development only,6aabc067f1243e65f98035ec,2sick,46,96,-0.07550755250814517
development only,6aabc067f1243e65f98035ec,acad,55,148,-0.4906229164484712
development only,6aabc067f1243e65f98035ec,aldous,51,118,-0.25131442828090605
development only,6aabc067f1243e65f98035ec,aluchitcg,10,30,-0.5108256237659907
development only,6aabc067f1243e65f98035ec,angrypikachu,34,63,0.13720112151348496
development only,6aabc067f1243e65f98035ec,azin,21,71,-0.7492366472109889
development only,6aabc067f1243e65f98035ec,butterflybabe,13,56,-0.9808292530117262
development only,6aabc067f1243e65f98035ec,crisspardog,16,27,0.27193371548364176
development only,6aabc067f1243e65f98035ec,dariuspopek,26,48,0.13815033848081718
development only,6aabc067f1243e65f98035ec,darkcharrow,8,13,0.26236426446749106
development only,6aabc067f1243e65f98035ec,deep,0,0,0.0
development only,6aabc067f1243e65f98035ec,dietdrkelp,86,170,0.022223136784710256
development only,6aabc067f1243e65f98035ec,eccho,7,16,-0.15415067982725836
development only,6aabc067f1243e65f98035ec,ferrera26,0,0,0.0
development only,6aabc067f1243e65f98035ec,flipinton,46,147,-0.7316134613877414
development only,6aabc067f1243e65f98035ec,goku6767,23,55,-0.2787134024690205
development only,6aabc067f1243e65f98035ec,iromm,77,157,-0.03593200922606333
development only,6aabc067f1243e65f98035ec,jenamica,13,32,-0.2876820724517809
development only,6aabc067f1243e65f98035ec,kayjay,25,69,-0.4906229164484712
development only,6aabc067f1243e65f98035ec,khaeruibnum,7,19,-0.3483066942682157
development only,6aabc067f1243e65f98035ec,kovacs469,43,88,-0.040821994520255166
development only,6aabc067f1243e65f98035ec,ledonflex,0,0,0.0
development only,6aabc067f1243e65f98035ec,luckyex888,26,60,-0.22957444164450025
development only,6aabc067f1243e65f98035ec,macchiat,0,0,0.0
development only,6aabc067f1243e65f98035ec,matthewalex638,7,19,-0.3483066942682157
development only,6aabc067f1243e65f98035ec,mred,10,19,0.06899287148695142
development only,6aabc067f1243e65f98035ec,nakopol91,88,153,0.2841042511038969
development only,6aabc067f1243e65f98035ec,natalieburger456,1,1,0.1823215567939546
development only,6aabc067f1243e65f98035ec,newfirsniper,7,21,-0.4595323293784402
development only,6aabc067f1243e65f98035ec,njjord7,65,105,0.44183275227903923
development only,6aabc067f1243e65f98035ec,nyrq,96,213,-0.18890052789199707
development only,6aabc067f1243e65f98035ec,pierfigo,83,154,0.14660347419187544
development only,6aabc067f1243e65f98035ec,pop_tech,2,6,-0.25131442828090605
development only,6aabc067f1243e65f98035ec,r0zey,32,98,-0.651761964397091
development only,6aabc067f1243e65f98035ec,razbersky202,50,97,0.05608946665104358
development only,6aabc067f1243e65f98035ec,redmaicon,8,23,-0.4307829160924542
development only,6aabc067f1243e65f98035ec,rekkatherapy,32,88,-0.4999559515290868
development only,6aabc067f1243e65f98035ec,sachatouille,0,0,0.0
development only,6aabc067f1243e65f98035ec,schokoprinz,0,0,0.0
development only,6aabc067f1243e65f98035ec,sekensirazu,15,20,0.6931471805599453
development only,6aabc067f1243e65f98035ec,sleepy512pete,27,91,-0.7683706017975328
development only,6aabc067f1243e65f98035ec,snap_bolt,13,27,-0.05406722127027582
development only,6aabc067f1243e65f98035ec,super_peace,42,88,-0.08167803101426724
development only,6aabc067f1243e65f98035ec,taykay99,0,0,0.0
development only,6aabc067f1243e65f98035ec,terrabyg,0,3,-0.4700036292457356
development only,6aabc067f1243e65f98035ec,tesla20,20,51,-0.3646431135879093
development only,6aabc067f1243e65f98035ec,tommyboistreams,5,17,-0.5306282510621704
development only,6aabc067f1243e65f98035ec,vegegras,19,46,-0.2876820724517809
development only,6aabc067f1243e65f98035ec,victorssito,89,154,0.2947995402206448
development only,6aabc067f1243e65f98035ec,vitorinsky,49,107,-0.15415067982725836
development only,6aabc067f1243e65f98035ec,yalcn37,7,20,-0.40546510810816444
development only,6aabc067f1243e65f98035ec,yizzy_tcg1,11,25,-0.17185025692665928
development only,6aabc067f1243e65f98035ec,zonice,18,36,0.0
development only,6aabc43df1243e65f9803602,2sick,45,95,-0.0953101798043249
development only,6aabc43df1243e65f9803602,aluchitcg,10,29,-0.4700036292457356
development only,6aabc43df1243e65f9803602,baka_93799,3,7,-0.11778303565638351
development only,6aabc43df1243e65f9803602,bborsx,7,14,0.0
development only,6aabc43df1243e65f9803602,darkcharrow,7,12,0.1823215567939546
development only,6aabc43df1243e65f9803602,dietdrkelp,89,173,0.05465841253786398
development only,6aabc43df1243e65f9803602,eeveeon,21,58,-0.4795730802618862
development only,6aabc43df1243e65f9803602,einstun,68,154,-0.22040006536845885
development only,6aabc43df1243e65f9803602,flipand11,44,81,0.15415067982725836
development only,6aabc43df1243e65f9803602,frogger,0,8,-0.9555114450274363
development only,6aabc43df1243e65f9803602,giorfio,0,0,0.0
development only,6aabc43df1243e65f9803602,goku6767,24,57,-0.2702903297399117
development only,6aabc43df1243e65f9803602,guunnz,68,126,0.14732471475685852
development only,6aabc43df1243e65f9803602,hansuwe,15,27,0.16251892949777494
development only,6aabc43df1243e65f9803602,harko,1,3,-0.15415067982725836
development only,6aabc43df1243e65f9803602,hyakuren,3,11,-0.48550781578170077
development only,6aabc43df1243e65f9803602,jenamica,14,33,-0.2336148511815052
development only,6aabc43df1243e65f9803602,koehearts,37,73,0.024097551579060524
development only,6aabc43df1243e65f9803602,lv80mewtwo,22,69,-0.6554068525770982
development only,6aabc43df1243e65f9803602,micg,0,0,0.0
development only,6aabc43df1243e65f9803602,nyrq,96,213,-0.18890052789199707
development only,6aabc43df1243e65f9803602,rekkatherapy,32,89,-0.5162164724008671
development only,6aabc43df1243e65f9803602,rekklesbert,5,9,0.10536051565782635
development only,6aabc43df1243e65f9803602,rikujibra,42,89,-0.10109611687136875
development only,6aabc43df1243e65f9803602,sansskut,3,8,-0.2231435513142097
development only,6aabc43df1243e65f9803602,supreme13,85,154,0.19574457712609533
development only,6aabc43df1243e65f9803602,vitorinsky,46,104,-0.2113090936672069
development only,6aabc43df1243e65f9803602,xanypopper,60,110,0.16705408466316624
development only,6aabc43df1243e65f9803602,yizzy_tcg1,14,30,-0.10008345855698253
development only,6aac7e78f127b1b52c27ba59,2sick,46,99,-0.1286173778220936
development only,6aac7e78f127b1b52c27ba59,7earless,26,53,-0.0317486983145803
development only,6aac7e78f127b1b52c27ba59,abnermoyai,33,60,0.17185025692665923
development only,6aac7e78f127b1b52c27ba59,adi1906,42,74,0.23922968906583406
development only,6aac7e78f127b1b52c27ba59,aldous,53,120,-0.21622310846963594
development only,6aac7e78f127b1b52c27ba59,alice_69,2,5,-0.13353139262452263
development only,6aac7e78f127b1b52c27ba59,allenking,2,5,-0.13353139262452263
development only,6aac7e78f127b1b52c27ba59,alta,0,0,0.0
development only,6aac7e78f127b1b52c27ba59,amilaz,21,33,0.4248831939652659
development only,6aac7e78f127b1b52c27ba59,antony,8,22,-0.3794896217049037
development only,6aac7e78f127b1b52c27ba59,astanevergiveup,0,3,-0.4700036292457356
development only,6aac7e78f127b1b52c27ba59,asterphoenix,22,43,0.03774032798284711
development only,6aac7e78f127b1b52c27ba59,baguspa,9,20,-0.13353139262452263
development only,6aac7e78f127b1b52c27ba59,beachboy,25,52,-0.06453852113757118
development only,6aac7e78f127b1b52c27ba59,breaking2mirror,21,51,-0.2972515234679316
development only,6aac7e78f127b1b52c27ba59,brendon68,67,117,0.26933293378358436
development only,6aac7e78f127b1b52c27ba59,cel3genk,11,34,-0.5596157879354228
development only,6aac7e78f127b1b52c27ba59,cheva_aja,1,2,0.0
development only,6aac7e78f127b1b52c27ba59,cosmooo,60,100,0.36772478012531734
development only,6aac7e78f127b1b52c27ba59,danimaton,11,23,-0.060624621816434854
development only,6aac7e78f127b1b52c27ba59,danny_danny25,38,68,0.20585205420414882
development only,6aac7e78f127b1b52c27ba59,dashmd,21,71,-0.7492366472109889
development only,6aac7e78f127b1b52c27ba59,eeveeon,22,59,-0.4418327522790392
development only,6aac7e78f127b1b52c27ba59,einstun,65,151,-0.262364264467491
development only,6aac7e78f127b1b52c27ba59,elatomico,44,100,-0.21905356606268464
development only,6aac7e78f127b1b52c27ba59,elluquitas96,77,145,0.11625980611586202
development only,6aac7e78f127b1b52c27ba59,enggar,36,70,0.050010420574661416
development only,6aac7e78f127b1b52c27ba59,eri_myname,0,0,0.0
development only,6aac7e78f127b1b52c27ba59,estehlegitea,48,107,-0.18859116980755003
development only,6aac7e78f127b1b52c27ba59,fall88,31,62,0.0
development only,6aac7e78f127b1b52c27ba59,feherlac,8,20,-0.2682639865946794
development only,6aac7e78f127b1b52c27ba59,flohfloh,0,0,0.0
development only,6aac7e78f127b1b52c27ba59,fokker111,16,42,-0.3894647667617233
development only,6aac7e78f127b1b52c27ba59,fuuyii,5,9,0.10536051565782635
development only,6aac7e78f127b1b52c27ba59,goldy_aja,1,2,0.0
development only,6aac7e78f127b1b52c27ba59,griffsama,21,39,0.12260232209233228
development only,6aac7e78f127b1b52c27ba59,hakitcgp,45,87,0.06187540371808745
development only,6aac7e78f127b1b52c27ba59,hansuwe,15,27,0.16251892949777494
development only,6aac7e78f127b1b52c27ba59,hawaryou,6,16,-0.3101549283038396
development only,6aac7e78f127b1b52c27ba59,hextor,17,33,0.04652001563489291
development only,6aac7e78f127b1b52c27ba59,hi1214,5,10,0.0
development only,6aac7e78f127b1b52c27ba59,hotkssss,0,0,0.0
development only,6aac7e78f127b1b52c27ba59,https,23,46,0.0
development only,6aac7e78f127b1b52c27ba59,hy1210,0,0,0.0
development only,6aac7e78f127b1b52c27ba59,iduh,23,52,-0.1941560144409575
development only,6aac7e78f127b1b52c27ba59,immolate,0,0,0.0
development only,6aac7e78f127b1b52c27ba59,iromm,76,157,-0.05989814158106896
development only,6aac7e78f127b1b52c27ba59,isanpum,41,69,0.33213383502261484
development only,6aac7e78f127b1b52c27ba59,ishaan,18,37,-0.04255961441879589
development only,6aac7e78f127b1b52c27ba59,javiercazorla,24,56,-0.24362208265775043
development only,6aac7e78f127b1b52c27ba59,jlng,53,89,0.3468709438421115
development only,6aac7e78f127b1b52c27ba59,kabesu,23,46,0.0
development only,6aac7e78f127b1b52c27ba59,kayjay,27,70,-0.40546510810816444
development only,6aac7e78f127b1b52c27ba59,kxkarotxzl,0,0,0.0
development only,6aac7e78f127b1b52c27ba59,lanora,76,143,0.11778303565638346
development only,6aac7e78f127b1b52c27ba59,lede,0,8,-0.9555114450274363
development only,6aac7e78f127b1b52c27ba59,leowyses,0,0,0.0
development only,6aac7e78f127b1b52c27ba59,lightxz,0,0,0.0
development only,6aac7e78f127b1b52c27ba59,lmalone99,4,6,0.25131442828090617
development only,6aac7e78f127b1b52c27ba59,luxmea,9,18,0.0
development only,6aac7e78f127b1b52c27ba59,mambadaddy9,21,53,-0.3528213746227423
development only,6aac7e78f127b1b52c27ba59,mega_rezpectore_ex,31,46,0.5877866649021191
development only,6aac7e78f127b1b52c27ba59,megaanyaex,13,23,0.1823215567939546
development only,6aac7e78f127b1b52c27ba59,milo287,0,0,0.0
development only,6aac7e78f127b1b52c27ba59,minato,137,219,0.48991893894667704
development only,6aac7e78f127b1b52c27ba59,mo_23,9,24,-0.35667494393873245
development only,6aac7e78f127b1b52c27ba59,moserk,50,102,-0.03571808260207923
development only,6aac7e78f127b1b52c27ba59,mspinguino,32,78,-0.3209077200801014
development only,6aac7e78f127b1b52c27ba59,nakopol91,84,150,0.2259564926908245
development only,6aac7e78f127b1b52c27ba59,nandosgude,22,43,0.03774032798284711
development only,6aac7e78f127b1b52c27ba59,njjord7,60,101,0.34574587340654217
development only,6aac7e78f127b1b52c27ba59,nyrq,94,211,-0.20890119459866663
development only,6aac7e78f127b1b52c27ba59,okarun,11,26,-0.2231435513142097
development only,6aac7e78f127b1b52c27ba59,oyso,0,0,0.0
development only,6aac7e78f127b1b52c27ba59,pamnardo_s2,8,30,-0.7308875085427924
development only,6aac7e78f127b1b52c27ba59,pauk55,63,140,-0.18721154208814647
development only,6aac7e78f127b1b52c27ba59,pierfigo,87,158,0.19105523676270922
development only,6aac7e78f127b1b52c27ba59,popay,13,25,0.05715841383994862
development only,6aac7e78f127b1b52c27ba59,ppitopin8,17,36,-0.08701137698962981
