scope,event_id,player,other_events_W,other_events_N,skill
development only,6a9829c8a4272c53be644d74,krutch,10,19,0.06899287148695142
development only,6a9829c8a4272c53be644d74,kto206,56,130,-0.25857398829371026
development only,6a9829c8a4272c53be644d74,lanora,80,147,0.16598513747426116
development only,6a9829c8a4272c53be644d74,legendoery,39,58,0.6061358035703155
development only,6a9829c8a4272c53be644d74,lezz,0,0,0.0
development only,6a9829c8a4272c53be644d74,light_dn,19,34,0.1823215567939546
development only,6a9829c8a4272c53be644d74,liquidhunter,39,64,0.3829922522561057
development only,6a9829c8a4272c53be644d74,madarauchiwa,3,8,-0.2231435513142097
development only,6a9829c8a4272c53be644d74,markizzle20991,15,34,-0.1823215567939546
development only,6a9829c8a4272c53be644d74,masterbenji,11,31,-0.4462871026284195
development only,6a9829c8a4272c53be644d74,mazzi,11,43,-0.8383291904044432
development only,6a9829c8a4272c53be644d74,melma,13,33,-0.3285040669720361
development only,6a9829c8a4272c53be644d74,minato,140,222,0.5108256237659907
development only,6a9829c8a4272c53be644d74,mirinie,7,15,-0.08004270767353637
development only,6a9829c8a4272c53be644d74,mitch954,0,0,0.0
development only,6a9829c8a4272c53be644d74,mo1245,41,78,0.09097177820572679
development only,6a9829c8a4272c53be644d74,mosokaku,0,5,-0.6931471805599453
development only,6a9829c8a4272c53be644d74,mrclutchalex,0,0,0.0
development only,6a9829c8a4272c53be644d74,mspinguino,31,77,-0.3483066942682157
development only,6a9829c8a4272c53be644d74,n7hs4,35,54,0.5108256237659907
development only,6a9829c8a4272c53be644d74,nagetto_zuki,26,47,0.1758906664636642
development only,6a9829c8a4272c53be644d74,nandosgude,19,40,-0.08004270767353637
development only,6a9829c8a4272c53be644d74,narumi,13,36,-0.4418327522790392
development only,6a9829c8a4272c53be644d74,nemu,8,17,-0.07410797215372185
development only,6a9829c8a4272c53be644d74,nicolaswuz,0,0,0.0
development only,6a9829c8a4272c53be644d74,normo360,83,183,-0.17662353567931688
development only,6a9829c8a4272c53be644d74,nsanity,13,28,-0.10536051565782628
development only,6a9829c8a4272c53be644d74,nuggie_d,16,36,-0.1743533871447778
development only,6a9829c8a4272c53be644d74,nyrq,94,210,-0.2006706954621511
development only,6a9829c8a4272c53be644d74,outlxw,10,19,0.06899287148695142
development only,6a9829c8a4272c53be644d74,pauk55,68,147,-0.14035735769492247
development only,6a9829c8a4272c53be644d74,pierfigo,81,152,0.12361395596717663
development only,6a9829c8a4272c53be644d74,pikamon,22,42,0.0769610411361284
development only,6a9829c8a4272c53be644d74,pikatravai,54,116,-0.12715517548524663
development only,6a9829c8a4272c53be644d74,pokeflippatcg,0,0,0.0
development only,6a9829c8a4272c53be644d74,porygon3,6,12,0.0
development only,6a9829c8a4272c53be644d74,ppitopin8,17,37,-0.12783337150988489
development only,6a9829c8a4272c53be644d74,preluxe,64,104,0.42744401482693967
development only,6a9829c8a4272c53be644d74,r0zey,28,94,-0.7661723155748352
development only,6a9829c8a4272c53be644d74,richyrich1999,7,18,-0.2876820724517809
development only,6a9829c8a4272c53be644d74,ridz,10,13,0.6286086594223741
development only,6a9829c8a4272c53be644d74,rikujibra,41,88,-0.12260232209233239
development only,6a9829c8a4272c53be644d74,seraru,5,14,-0.3364722366212129
development only,6a9829c8a4272c53be644d74,shamus,27,55,-0.03077165866675366
development only,6a9829c8a4272c53be644d74,shedy,18,31,0.2451224580329849
development only,6a9829c8a4272c53be644d74,shinra67,69,135,0.04138521616285428
development only,6a9829c8a4272c53be644d74,shmo,40,73,0.1690763300439339
development only,6a9829c8a4272c53be644d74,sinorci200,55,93,0.3331444465285383
development only,6a9829c8a4272c53be644d74,six420,26,66,-0.3726752852851735
development only,6a9829c8a4272c53be644d74,sky_skywolf93,11,39,-0.723918839226699
development only,6a9829c8a4272c53be644d74,sleepy512pete,32,96,-0.6231885919530349
development only,6a9829c8a4272c53be644d74,snail__05,4,8,0.0
development only,6a9829c8a4272c53be644d74,soap728,49,104,-0.10536051565782628
development only,6a9829c8a4272c53be644d74,sparadrap,76,142,0.13176927763112337
development only,6a9829c8a4272c53be644d74,supreme13,80,149,0.13858616328614673
development only,6a9829c8a4272c53be644d74,syr,18,41,-0.19671029424605427
development only,6a9829c8a4272c53be644d74,teamrockit,0,1,-0.1823215567939546
development only,6a9829c8a4272c53be644d74,tendoreezy,16,32,0.0
development only,6a9829c8a4272c53be644d74,terrabyg,0,3,-0.4700036292457356
development only,6a9829c8a4272c53be644d74,thefossilman,32,58,0.17693070815907824
development only,6a9829c8a4272c53be644d74,thefunk1,14,29,-0.05129329438755058
development only,6a9829c8a4272c53be644d74,themadhimalayan,5,35,-1.252762968495368
development only,6a9829c8a4272c53be644d74,therico01,3,5,0.13353139262452257
development only,6a9829c8a4272c53be644d74,theviice,25,44,0.22314355131420976
development only,6a9829c8a4272c53be644d74,tommyboistreams,2,13,-0.8266785731844679
development only,6a9829c8a4272c53be644d74,ventrixd,58,120,-0.06155789299943332
development only,6a9829c8a4272c53be644d74,victorssito,92,156,0.3406044739061235
development only,6a9829c8a4272c53be644d74,viniciusmesiano,0,2,-0.3364722366212129
development only,6a9829c8a4272c53be644d74,vitorinsky,47,105,-0.1918910078101054
development only,6a9829c8a4272c53be644d74,waittilltmrw,89,163,0.17384692980298233
development only,6a9829c8a4272c53be644d74,winsters,18,36,0.0
development only,6a9829c8a4272c53be644d74,xzmacx13,1,5,-0.40546510810816444
development only,6a9829c8a4272c53be644d74,zsway,14,30,-0.10008345855698253
development only,6a9836ffa4272c53be644df4,absolutecinema,0,0,0.0
development only,6a9836ffa4272c53be644df4,adha,0,0,0.0
development only,6a9836ffa4272c53be644df4,babybird,1,3,-0.15415067982725836
development only,6a9836ffa4272c53be644df4,balancedeala,31,68,-0.15415067982725836
development only,6a9836ffa4272c53be644df4,bicheins,4,7,0.11778303565638346
development only,6a9836ffa4272c53be644df4,bobot,0,0,0.0
development only,6a9836ffa4272c53be644df4,boyboy,0,0,0.0
development only,6a9836ffa4272c53be644df4,danny_danny25,43,75,0.2602830982636665
development only,6a9836ffa4272c53be644df4,froggnbl,0,0,0.0
development only,6a9836ffa4272c53be644df4,hdanial,0,0,0.0
development only,6a9836ffa4272c53be644df4,iluchien,24,44,0.14842000511827322
development only,6a9836ffa4272c53be644df4,iromm,77,159,-0.05918887139033065
development only,6a9836ffa4272c53be644df4,jachuuuu,0,0,0.0
development only,6a9836ffa4272c53be644df4,jetskiforless,12,34,-0.46262352194811296
development only,6a9836ffa4272c53be644df4,kto206,53,129,-0.3340061441260195
development only,6a9836ffa4272c53be644df4,mamish,0,0,0.0
development only,6a9836ffa4272c53be644df4,novamaygray,4,15,-0.5753641449035618
development only,6a9836ffa4272c53be644df4,nyrq,95,214,-0.21511137961694557
development only,6a9836ffa4272c53be644df4,radarada,32,61,0.08455738802806297
development only,6a9836ffa4272c53be644df4,rubiq,7,12,0.1823215567939546
development only,6a9836ffa4272c53be644df4,squallrush,7,14,0.0
development only,6a9836ffa4272c53be644df4,trippyhippie711,0,0,0.0
development only,6a9836ffa4272c53be644df4,waittilltmrw,96,172,0.22067136216882066
development only,6a985d35ab080c8c957f7fac,acad,52,143,-0.5212969236332861
development only,6a985d35ab080c8c957f7fac,akage,10,18,0.14310084364067324
development only,6a985d35ab080c8c957f7fac,aldous,52,119,-0.2336148511815052
development only,6a985d35ab080c8c957f7fac,andregoat,0,0,0.0
development only,6a985d35ab080c8c957f7fac,azin,17,64,-0.8602012652231115
development only,6a985d35ab080c8c957f7fac,balancedeala,28,62,-0.1670540846631662
development only,6a985d35ab080c8c957f7fac,bigbagmakaveli,7,33,-0.9490805546971459
development only,6a985d35ab080c8c957f7fac,blooo,4,11,-0.2876820724517809
development only,6a985d35ab080c8c957f7fac,bob38,20,32,0.38566248081198473
development only,6a985d35ab080c8c957f7fac,butterflybabe,15,55,-0.8109302162163288
development only,6a985d35ab080c8c957f7fac,cadu_f,11,32,-0.48550781578170077
development only,6a985d35ab080c8c957f7fac,catchdeeznotz,12,19,0.3483066942682158
development only,6a985d35ab080c8c957f7fac,chuckie,29,73,-0.36545977349446523
development only,6a985d35ab080c8c957f7fac,darcasl,0,0,0.0
development only,6a985d35ab080c8c957f7fac,dashmd,24,75,-0.6580558607486751
development only,6a985d35ab080c8c957f7fac,dhforty4,35,75,-0.11778303565638351
development only,6a985d35ab080c8c957f7fac,diegolq,28,62,-0.1670540846631662
development only,6a985d35ab080c8c957f7fac,draxoz,29,70,-0.3022808718729337
development only,6a985d35ab080c8c957f7fac,elliedark,21,48,-0.2076393647782445
development only,6a985d35ab080c8c957f7fac,elmarcoo,62,131,-0.09937247381320373
development only,6a985d35ab080c8c957f7fac,esteban0708,51,89,0.2641515750415869
development only,6a985d35ab080c8c957f7fac,fedeped,3,6,0.0
development only,6a985d35ab080c8c957f7fac,flipinton,42,142,-0.8038127484474648
development only,6a985d35ab080c8c957f7fac,frappesdrinker,51,95,0.13353139262452257
development only,6a985d35ab080c8c957f7fac,gaizkita,18,35,0.044451762570833796
development only,6a985d35ab080c8c957f7fac,giaacomoo,33,56,0.3053816495511819
development only,6a985d35ab080c8c957f7fac,gravekeeper,0,0,0.0
development only,6a985d35ab080c8c957f7fac,guunnz,71,126,0.23638877806423034
development only,6a985d35ab080c8c957f7fac,harko,2,5,-0.13353139262452263
development only,6a985d35ab080c8c957f7fac,hate_hardpeach,32,64,0.0
development only,6a985d35ab080c8c957f7fac,ibfasting,80,148,0.15219181534192533
development only,6a985d35ab080c8c957f7fac,iluchien,19,36,0.0870113769896297
development only,6a985d35ab080c8c957f7fac,ironsap,26,51,0.03278982282299097
development only,6a985d35ab080c8c957f7fac,jhove,17,47,-0.46430560813109784
development only,6a985d35ab080c8c957f7fac,karasutcgp,38,101,-0.4583075894825443
development only,6a985d35ab080c8c957f7fac,kto206,55,129,-0.27510329024492075
development only,6a985d35ab080c8c957f7fac,kylorde,8,23,-0.4307829160924542
development only,6a985d35ab080c8c957f7fac,ld,16,30,0.10008345855698263
development only,6a985d35ab080c8c957f7fac,lionking,10,21,-0.06453852113757118
development only,6a985d35ab080c8c957f7fac,liquidhunter,33,60,0.17185025692665923
development only,6a985d35ab080c8c957f7fac,lostp3nguin18,6,21,-0.5978370007556204
development only,6a985d35ab080c8c957f7fac,luckyex888,27,60,-0.17185025692665928
development only,6a985d35ab080c8c957f7fac,mashuttv,14,30,-0.10008345855698253
development only,6a985d35ab080c8c957f7fac,masterbenji,10,27,-0.38299225225610584
development only,6a985d35ab080c8c957f7fac,mo1245,41,80,0.044451762570833796
development only,6a985d35ab080c8c957f7fac,mrringsider,3,14,-0.6931471805599453
development only,6a985d35ab080c8c957f7fac,murphis,2,12,-0.7621400520468967
development only,6a985d35ab080c8c957f7fac,muswa,42,82,0.04348511193973889
development only,6a985d35ab080c8c957f7fac,nb2088,4,12,-0.3677247801253174
development only,6a985d35ab080c8c957f7fac,nhakho,7,21,-0.4595323293784402
development only,6a985d35ab080c8c957f7fac,normo360,84,183,-0.15575452940923287
development only,6a985d35ab080c8c957f7fac,nyrq,92,209,-0.22931006622987374
development only,6a985d35ab080c8c957f7fac,paolo98,10,15,0.4054651081081644
development only,6a985d35ab080c8c957f7fac,pauk55,64,139,-0.1479201300766222
development only,6a985d35ab080c8c957f7fac,pikatravai,57,120,-0.09237332013101517
development only,6a985d35ab080c8c957f7fac,r0zey,29,95,-0.7363193524251541
development only,6a985d35ab080c8c957f7fac,radarada,32,59,0.1451820098444979
development only,6a985d35ab080c8c957f7fac,redii2go,5,8,0.22314355131420976
development only,6a985d35ab080c8c957f7fac,roky,12,20,0.26826398659467937
development only,6a985d35ab080c8c957f7fac,russ_ii,32,100,-0.6795415285041666
development only,6a985d35ab080c8c957f7fac,sacherboy,5,22,-0.7884573603642702
development only,6a985d35ab080c8c957f7fac,seiren,12,29,-0.2578291093020998
development only,6a985d35ab080c8c957f7fac,sleepy512pete,32,96,-0.6231885919530349
development only,6a985d35ab080c8c957f7fac,sonnyd,0,0,0.0
development only,6a985d35ab080c8c957f7fac,speedy_paws,26,69,-0.4372138064227446
development only,6a985d35ab080c8c957f7fac,spritzol,8,19,-0.2076393647782445
development only,6a985d35ab080c8c957f7fac,superchocoobo,24,52,-0.12921173148000623
development only,6a985d35ab080c8c957f7fac,thischase,0,0,0.0
development only,6a985d35ab080c8c957f7fac,thugsbunny,19,33,0.2336148511815051
development only,6a985d35ab080c8c957f7fac,tommot,5,16,-0.4700036292457356
development only,6a985d35ab080c8c957f7fac,ventrixd,56,117,-0.07878087785311434
development only,6a985d35ab080c8c957f7fac,victorssito,90,153,0.3343691864244341
development only,6a985d35ab080c8c957f7fac,vitorinsky,47,104,-0.17589066646366416
development only,6a985d35ab080c8c957f7fac,waittilltmrw,94,166,0.25131442828090617
development only,6a985d35ab080c8c957f7fac,waterbetter,4,30,-1.2367626271489267
development only,6a985d35ab080c8c957f7fac,wawan,5,13,-0.262364264467491
development only,6a985d35ab080c8c957f7fac,zzz_pocket,10,31,-0.5500463369192721
development only,6a989e74a4272c53be6453c4,2811,35,69,0.025317807984289786
development only,6a989e74a4272c53be6453c4,2sick,45,95,-0.0953101798043249
development only,6a989e74a4272c53be6453c4,7earless,29,55,0.09237332013101507
development only,6a989e74a4272c53be6453c4,7l,22,46,-0.07145896398214498
development only,6a989e74a4272c53be6453c4,8thwndrofthewrld,0,0,0.0
development only,6a989e74a4272c53be6453c4,abnermoyai,33,60,0.17185025692665923
development only,6a989e74a4272c53be6453c4,aisu2929,8,22,-0.3794896217049037
development only,6a989e74a4272c53be6453c4,akaseahri,7,20,-0.40546510810816444
development only,6a989e74a4272c53be6453c4,alana,64,141,-0.17261274266699378
development only,6a989e74a4272c53be6453c4,allnyta,8,19,-0.2076393647782445
development only,6a989e74a4272c53be6453c4,almezda,4,14,-0.5108256237659907
development only,6a989e74a4272c53be6453c4,alpyapiw,0,0,0.0
development only,6a989e74a4272c53be6453c4,alyce,2,5,-0.13353139262452263
development only,6a989e74a4272c53be6453c4,antony,8,21,-0.325422400434628
development only,6a989e74a4272c53be6453c4,aquelecara08,0,0,0.0
development only,6a989e74a4272c53be6453c4,ashkatchup,2,7,-0.35667494393873245
development only,6a989e74a4272c53be6453c4,asterphoenix,22,43,0.03774032798284711
development only,6a989e74a4272c53be6453c4,avelino_off,23,56,-0.3053816495511819
development only,6a989e74a4272c53be6453c4,benjaa,5,21,-0.7419373447293773
development only,6a989e74a4272c53be6453c4,benster,1,2,0.0
development only,6a989e74a4272c53be6453c4,bigbagmakaveli,7,33,-0.9490805546971459
development only,6a989e74a4272c53be6453c4,breaking2mirror,22,52,-0.25951119548508456
development only,6a989e74a4272c53be6453c4,brendon68,66,116,0.25534669180884456
development only,6a989e74a4272c53be6453c4,byzer09,10,39,-0.8183103235139514
development only,6a989e74a4272c53be6453c4,cabezon777,21,37,0.2135741002980591
development only,6a989e74a4272c53be6453c4,cavvyr,2,8,-0.45198512374305727
development only,6a989e74a4272c53be6453c4,cel3genk,11,33,-0.5232481437645479
development only,6a989e74a4272c53be6453c4,cloaky777,4,8,0.0
development only,6a989e74a4272c53be6453c4,crisspardog,10,20,0.0
development only,6a989e74a4272c53be6453c4,den670,17,32,0.09531017980432493
development only,6a989e74a4272c53be6453c4,dhforty4,38,80,-0.08894748601649617
development only,6a989e74a4272c53be6453c4,diasganteng45,4,15,-0.5753641449035618
development only,6a989e74a4272c53be6453c4,dietdrkelp,91,172,0.11000089521432849
development only,6a989e74a4272c53be6453c4,diohypenigga,0,0,0.0
development only,6a989e74a4272c53be6453c4,disposablehero,12,23,0.06062462181643484
development only,6a989e74a4272c53be6453c4,dukeaussie,0,0,0.0
development only,6a989e74a4272c53be6453c4,eeveeon,25,58,-0.2363887780642304
development only,6a989e74a4272c53be6453c4,einstun,70,156,-0.19337139298053965
development only,6a989e74a4272c53be6453c4,eissiyal092,1,7,-0.6061358035703156
development only,6a989e74a4272c53be6453c4,elatomico,44,101,-0.23531408693446498
development only,6a989e74a4272c53be6453c4,elmarcoo,66,136,-0.05480823649499503
development only,6a989e74a4272c53be6453c4,enggar,36,70,0.050010420574661416
development only,6a989e74a4272c53be6453c4,ethonians,7,21,-0.4595323293784402
development only,6a989e74a4272c53be6453c4,faramiglio,8,16,0.0
development only,6a989e74a4272c53be6453c4,flipand11,47,86,0.16705408466316624
development only,6a989e74a4272c53be6453c4,flipinton,44,143,-0.752570601030746
development only,6a989e74a4272c53be6453c4,fokker111,10,33,-0.6241543090729939
development only,6a989e74a4272c53be6453c4,gamingpkmn,0,0,0.0
development only,6a989e74a4272c53be6453c4,gengarguy,3,5,0.13353139262452257
development only,6a989e74a4272c53be6453c4,godi,18,44,-0.29849298855599654
development only,6a989e74a4272c53be6453c4,hakitcgp,50,94,0.11551288712184424
development only,6a989e74a4272c53be6453c4,hectordf,20,42,-0.07696104113612832
development only,6a989e74a4272c53be6453c4,ibfasting,78,146,0.1283811666482069
development only,6a989e74a4272c53be6453c4,iduh,22,52,-0.25951119548508456
development only,6a989e74a4272c53be6453c4,iitzjonny95,0,3,-0.4700036292457356
development only,6a989e74a4272c53be6453c4,itachi1820,7,31,-0.8823891801984737
development only,6a989e74a4272c53be6453c4,javiee333,59,109,0.15154989812720088
development only,6a989e74a4272c53be6453c4,jetskiforless,13,34,-0.3677247801253174
development only,6a989e74a4272c53be6453c4,jlng,46,80,0.26826398659467937
development only,6a989e74a4272c53be6453c4,johtopack,7,26,-0.6931471805599453
development only,6a989e74a4272c53be6453c4,joshuasutherland21,72,141,0.03974032864951412
development only,6a989e74a4272c53be6453c4,juliusrock,5,9,0.10536051565782635
development only,6a989e74a4272c53be6453c4,kaizenmoon,1,4,-0.2876820724517809
development only,6a989e74a4272c53be6453c4,kayjay,27,68,-0.3629054936893685
development only,6a989e74a4272c53be6453c4,kazekage,10,37,-0.7576857016975165
development only,6a989e74a4272c53be6453c4,killa15,0,7,-0.8754687373538999
development only,6a989e74a4272c53be6453c4,knowticetko,15,37,-0.30010459245033816
development only,6a989e74a4272c53be6453c4,kovacs469,43,87,-0.020619287202735703
development only,6a989e74a4272c53be6453c4,kyoffie,6,15,-0.2411620568168881
development only,6a989e74a4272c53be6453c4,lanora,81,148,0.17768117723745241
development only,6a989e74a4272c53be6453c4,leviedelman,7,19,-0.3483066942682157
development only,6a989e74a4272c53be6453c4,light_dn,13,26,0.0
development only,6a989e74a4272c53be6453c4,lolocatchem,15,32,-0.0953101798043249
development only,6a989e74a4272c53be6453c4,lord_vader,5,11,-0.0953101798043249
development only,6a989e74a4272c53be6453c4,luffy_0108,0,0,0.0
development only,6a989e74a4272c53be6453c4,lv80mewtwo,21,67,-0.6737290947028438
development only,6a989e74a4272c53be6453c4,masarupoke,1,4,-0.2876820724517809
development only,6a989e74a4272c53be6453c4,meymuus,12,24,0.0
development only,6a989e74a4272c53be6453c4,minato,143,225,0.5313041551095313
development only,6a989e74a4272c53be6453c4,mo1245,42,81,0.06595796779179737
development only,6a989e74a4272c53be6453c4,mosokaku,5,11,-0.0953101798043249
development only,6a989e74a4272c53be6453c4,mrd,26,63,-0.30368241379822203
development only,6a989e74a4272c53be6453c4,mspinguino,33,77,-0.25423413838424086
development only,6a989e74a4272c53be6453c4,mtg_dbz,11,16,0.47000362924573563
development only,6a989e74a4272c53be6453c4,nahxav,4,6,0.25131442828090617
development only,6a989e74a4272c53be6453c4,narumi,11,32,-0.48550781578170077
development only,6a989e74a4272c53be6453c4,nicefacez,0,1,-0.1823215567939546
development only,6a989e74a4272c53be6453c4,nifaa,37,76,-0.04652001563489282
development only,6a989e74a4272c53be6453c4,normo360,79,178,-0.21357410029805904
development only,6a989e74a4272c53be6453c4,nsanity,13,32,-0.2876820724517809
development only,6a989e74a4272c53be6453c4,nyrq,93,209,-0.2108230669261692
development only,6a989e74a4272c53be6453c4,packluckfc,24,50,-0.06669137449867228
development only,6a989e74a4272c53be6453c4,pamnardo_s2,12,35,-0.4989911661189879
development only,6a989e74a4272c53be6453c4,ppitopin8,17,32,0.09531017980432493
development only,6a989e74a4272c53be6453c4,rekkatherapy,31,87,-0.5273549257172012
development only,6a989e74a4272c53be6453c4,rey14,15,21,0.5978370007556204
development only,6a989e74a4272c53be6453c4,rezpectore,9,18,0.0
development only,6a989e74a4272c53be6453c4,russ_ii,28,96,-0.7939518796819109
development only,6a989e74a4272c53be6453c4,sandy_permata205,21,40,0.08004270767353636
development only,6a989e74a4272c53be6453c4,scavagerx,0,4,-0.587786664902119
development only,6a989e74a4272c53be6453c4,seedax,22,35,0.4054651081081644
development only,6a989e74a4272c53be6453c4,sinorci200,53,90,0.322773392263051
development only,6a989e74a4272c53be6453c4,six420,22,61,-0.48835276791393206
development only,6a989e74a4272c53be6453c4,soap728,51,106,-0.06899287148695143
development only,6a989e74a4272c53be6453c4,sparadrap,68,135,0.01379332213233577
development only,6a989e74a4272c53be6453c4,srafaelitocs,31,57,0.14953173397096384
development only,6a989e74a4272c53be6453c4,steezywiggz,0,0,0.0
development only,6a989e74a4272c53be6453c4,superscott94,2,10,-0.6190392084062235
development only,6a989e74a4272c53be6453c4,supreme13,86,157,0.18012616623051902
development only,6a989e74a4272c53be6453c4,suukuu,0,0,0.0
development only,6a989e74a4272c53be6453c4,teehl512,0,0,0.0
development only,6a989e74a4272c53be6453c4,thebologneseguy,8,12,0.36772478012531734
development only,6a989e74a4272c53be6453c4,themadhimalayan,8,39,-1.0185695809945732
development only,6a989e74a4272c53be6453c4,thomasxavier21,40,105,-0.4418327522790392
development only,6a989e74a4272c53be6453c4,titsygopro,27,49,0.16989903679539742
development only,6a989e74a4272c53be6453c4,tommykamikace,20,35,0.22314355131420976
development only,6a989e74a4272c53be6453c4,tonygunk,4,15,-0.5753641449035618
development only,6a989e74a4272c53be6453c4,tyrendemer825,15,33,-0.13976194237515874
development only,6a989e74a4272c53be6453c4,valeriecherish,4,18,-0.7472144018302211
development only,6a989e74a4272c53be6453c4,varo0,1,7,-0.6061358035703156
development only,6a989e74a4272c53be6453c4,victorssito,97,163,0.3622929362429557
development only,6a989e74a4272c53be6453c4,vitorinsky,48,108,-0.20409535634351528
development only,6a989e74a4272c53be6453c4,voicingchip,6,9,0.3184537311185346
development only,6a989e74a4272c53be6453c4,waittilltmrw,95,166,0.27443684570176036
development only,6a989e74a4272c53be6453c4,wall456,53,129,-0.3340061441260195
development only,6a989e74a4272c53be6453c4,warpis,81,156,0.07232066157962608
development only,6a989e74a4272c53be6453c4,whoisfabelaa,42,79,0.1124779834266903
development only,6a989e74a4272c53be6453c4,xanypopper,55,104,0.10536051565782635
development only,6a989e74a4272c53be6453c4,xastur,50,103,-0.05310982531394841
development only,6a989e74a4272c53be6453c4,xerxes03,17,27,0.3829922522561057
development only,6a989e74a4272c53be6453c4,xxemmabooxx,3,8,-0.2231435513142097
development only,6a989e74a4272c53be6453c4,zadakyel,7,16,-0.15415067982725836
development only,6a989e74a4272c53be6453c4,zeus5148,4,9,-0.10536051565782628
development only,6a989e74a4272c53be6453c4,zsway,17,32,0.09531017980432493
development only,6a98b6dfab080c8c957f8554,acad,53,147,-0.5346768395881706
development only,6a98b6dfab080c8c957f8554,akasatana,7,13,0.0870113769896297
development only,6a98b6dfab080c8c957f8554,alana,71,150,-0.10008345855698253
development only,6a98b6dfab080c8c957f8554,altkyle,0,0,0.0
development only,6a98b6dfab080c8c957f8554,angrypikachu,31,61,0.028170876966696224
development only,6a98b6dfab080c8c957f8554,boat_ibi,4,7,0.11778303565638346
development only,6a98b6dfab080c8c957f8554,bradgmalibu,16,29,0.15415067982725836
development only,6a98b6dfab080c8c957f8554,dashmd,23,72,-0.6567795363890705
development only,6a98b6dfab080c8c957f8554,dhforty4,36,77,-0.11506932978478723
development only,6a98b6dfab080c8c957f8554,elliedark,20,47,-0.24686007793152578
development only,6a98b6dfab080c8c957f8554,fedaykin,9,18,0.0
development only,6a98b6dfab080c8c957f8554,fitypaldis,17,33,0.04652001563489291
development only,6a98b6dfab080c8c957f8554,flipand11,42,79,0.1124779834266903
development only,6a98b6dfab080c8c957f8554,flipinton,46,145,-0.712565266417047
development only,6a98b6dfab080c8c957f8554,frappesdrinker,55,99,0.2025242641114741
development only,6a98b6dfab080c8c957f8554,hate_hardpeach,31,62,0.0
development only,6a98b6dfab080c8c957f8554,hunter_316,27,66,-0.3184537311185346
development only,6a98b6dfab080c8c957f8554,jhove,19,49,-0.37729423114146804
development only,6a98b6dfab080c8c957f8554,johnhaven10,14,32,-0.19105523676270922
development only,6a98b6dfab080c8c957f8554,kaykaycuppy,12,28,-0.2113090936672069
development only,6a98b6dfab080c8c957f8554,koehearts,39,74,0.09531017980432493
development only,6a98b6dfab080c8c957f8554,kto206,54,127,-0.2791713827838723
development only,6a98b6dfab080c8c957f8554,lanora,83,151,0.1868773733298153
development only,6a98b6dfab080c8c957f8554,leviathanko,5,15,-0.40546510810816444
development only,6a98b6dfab080c8c957f8554,leviedelman,6,20,-0.5465437063680699
development only,6a98b6dfab080c8c957f8554,lolocatchem,14,32,-0.19105523676270922
development only,6a98b6dfab080c8c957f8554,luffytaro_91,6,15,-0.2411620568168881
development only,6a98b6dfab080c8c957f8554,lv80mewtwo,21,66,-0.6539264674066639
development only,6a98b6dfab080c8c957f8554,nicoz,23,42,0.15415067982725836
development only,6a98b6dfab080c8c957f8554,njjord7,66,106,0.4560173872709956
development only,6a98b6dfab080c8c957f8554,notgio,22,48,-0.13815033848081718
development only,6a98b6dfab080c8c957f8554,nuggie_d,13,33,-0.3285040669720361
development only,6a98b6dfab080c8c957f8554,nyrq,94,211,-0.20890119459866663
development only,6a98b6dfab080c8c957f8554,pikatravai,57,119,-0.0775582343458745
development only,6a98b6dfab080c8c957f8554,pokemon_pocket,4,7,0.11778303565638346
development only,6a98b6dfab080c8c957f8554,r0zey,30,96,-0.7073318155519017
development only,6a98b6dfab080c8c957f8554,ravenoussix,40,75,0.11778303565638346
development only,6a98b6dfab080c8c957f8554,russ_ii,32,101,-0.6931471805599453
development only,6a98b6dfab080c8c957f8554,seiren,7,24,-0.6061358035703156
development only,6a98b6dfab080c8c957f8554,sekkarou,13,20,0.4054651081081644
development only,6a98b6dfab080c8c957f8554,shamus,26,55,-0.09237332013101517
development only,6a98b6dfab080c8c957f8554,shinra67,70,136,0.05480823649499495
development only,6a98b6dfab080c8c957f8554,shinylapse,3,6,0.0
development only,6a98b6dfab080c8c957f8554,thefossilman,36,63,0.24783616390458127
development only,6a98b6dfab080c8c957f8554,themadhimalayan,7,36,-1.041453874828161
development only,6a98b6dfab080c8c957f8554,thomasxavier21,31,99,-0.7069405026922811
development only,6a98b6dfab080c8c957f8554,waittilltmrw,94,167,0.23841102344499815
development only,6a98b6dfab080c8c957f8554,zhi_ye,0,0,0.0
development only,6a98fd1ba4272c53be6457c3,alana,68,146,-0.12838116664820687
development only,6a98fd1ba4272c53be6457c3,azin,21,70,-0.7308875085427924
development only,6a98fd1ba4272c53be6457c3,bigdev,8,11,0.4855078157817008
development only,6a98fd1ba4272c53be6457c3,boat_ibi,1,4,-0.2876820724517809
development only,6a98fd1ba4272c53be6457c3,bradgmalibu,16,29,0.15415067982725836
development only,6a98fd1ba4272c53be6457c3,brendon68,65,114,0.2595111954850846
development only,6a98fd1ba4272c53be6457c3,butterflybabe,14,56,-0.9057086225436182
development only,6a98fd1ba4272c53be6457c3,byzer09,11,39,-0.723918839226699
development only,6a98fd1ba4272c53be6457c3,christia1993n,9,26,-0.45198512374305727
development only,6a98fd1ba4272c53be6457c3,danny_danny25,39,69,0.22884157242884745
development only,6a98fd1ba4272c53be6457c3,dhforty4,36,76,-0.09309042306601198
development only,6a98fd1ba4272c53be6457c3,einstun,68,153,-0.20935022918187393
