game_seed,deck_in_seat_0,winner_seat,final_turn,points_seat0,points_seat1
72000837,blaziken,0,10,3,0
72000838,altaria,1,11,0,5
72000838,blaziken,0,10,3,1
72000839,altaria,0,9,3,1
72000839,blaziken,0,9,3,2
72000840,altaria,1,11,1,3
72000840,blaziken,1,9,0,3
72000841,altaria,1,9,1,4
72000841,blaziken,1,5,0,1
72000842,altaria,1,11,1,3
72000842,blaziken,1,10,2,3
72000843,altaria,1,8,2,4
72000843,blaziken,1,7,0,1
72000844,altaria,1,13,2,4
72000844,blaziken,1,11,2,5
72000845,altaria,0,9,3,1
72000845,blaziken,0,9,3,0
72000846,altaria,0,5,3,0
72000846,blaziken,0,9,3,1
72000847,altaria,1,10,2,3
72000847,blaziken,1,14,2,4
72000848,altaria,1,9,0,3
72000848,blaziken,1,13,2,5
72000849,altaria,0,7,1,0
72000849,blaziken,1,4,0,1
72000850,altaria,0,9,3,1
72000850,blaziken,1,7,1,3
72000851,altaria,0,8,3,0
72000851,blaziken,0,8,3,0
72000852,altaria,0,12,3,2
72000852,blaziken,1,7,1,4
72000853,altaria,0,8,3,2
72000853,blaziken,0,14,3,2
72000854,altaria,0,12,5,2
72000854,blaziken,1,13,2,3
72000855,altaria,0,8,3,1
72000855,blaziken,1,9,1,3
72000856,altaria,0,13,3,1
72000856,blaziken,1,10,2,5
72000857,altaria,0,10,4,1
72000857,blaziken,1,13,2,4
72000858,altaria,1,12,1,5
72000858,blaziken,0,9,4,2
72000859,altaria,0,9,3,2
72000859,blaziken,0,11,3,1
72000860,altaria,0,10,5,1
72000860,blaziken,0,12,4,2
72000861,altaria,0,14,4,2
72000861,blaziken,1,13,2,5
72000862,altaria,0,6,2,0
72000862,blaziken,1,11,2,5
72000863,altaria,0,9,2,1
72000863,blaziken,1,10,0,3
72000864,altaria,1,13,1,3
72000864,blaziken,0,8,3,1
72000865,altaria,1,10,1,3
72000865,blaziken,0,11,3,1
72000866,altaria,0,8,3,0
72000866,blaziken,1,7,1,3
72000867,altaria,1,8,2,3
72000867,blaziken,1,10,1,3
72000868,altaria,1,11,0,3
72000868,blaziken,1,10,1,3
72000869,altaria,0,13,3,1
72000869,blaziken,0,11,3,2
72000870,altaria,0,7,4,1
72000870,blaziken,1,8,0,3
72000871,altaria,0,7,3,1
72000871,blaziken,1,11,2,4
72000872,altaria,1,13,1,3
72000872,blaziken,1,9,0,5
72000873,altaria,0,13,3,2
72000873,blaziken,1,8,1,3
72000874,altaria,0,3,1,0
72000874,blaziken,1,14,1,5
72000875,altaria,1,12,1,3
72000875,blaziken,1,12,2,4
72000876,altaria,0,11,3,1
72000876,blaziken,0,7,3,2
72000877,altaria,1,11,2,4
72000877,blaziken,1,7,0,4
72000878,altaria,1,11,1,3
72000878,blaziken,0,12,5,1
72000879,altaria,1,8,2,3
72000879,blaziken,0,7,3,0
72000880,altaria,0,6,2,0
72000880,blaziken,1,7,1,4
72000881,altaria,1,8,0,3
72000881,blaziken,1,8,0,5
72000882,altaria,0,5,2,0
72000882,blaziken,0,7,3,1
72000883,altaria,1,9,0,3
72000883,blaziken,1,7,0,3
72000884,altaria,1,8,1,3
72000884,blaziken,1,14,2,4
72000885,altaria,0,11,3,2
72000885,blaziken,1,16,1,5
72000886,altaria,1,12,2,4
72000886,blaziken,1,11,1,3
72000887,altaria,0,13,3,2
72000887,blaziken,0,13,4,2
72000888,altaria,1,10,1,3
72000888,blaziken,1,6,0,2
72000889,altaria,0,10,3,2
72000889,blaziken,1,11,1,3
72000890,altaria,0,10,3,1
72000890,blaziken,1,9,1,3
72000891,altaria,0,8,3,1
72000891,blaziken,0,8,4,0
72000892,altaria,0,12,3,1
72000892,blaziken,0,14,5,2
72000893,altaria,0,10,3,1
72000893,blaziken,0,12,5,2
72000894,altaria,0,10,4,1
72000894,blaziken,0,8,3,2
72000895,altaria,0,10,5,0
72000895,blaziken,0,9,3,1
72000896,altaria,0,5,2,0
72000896,blaziken,1,7,1,3
72000897,altaria,0,9,2,1
72000897,blaziken,1,6,0,4
72000898,altaria,0,11,3,0
72000898,blaziken,1,8,2,3
72000899,altaria,1,14,2,4
72000899,blaziken,0,11,3,2
72000900,altaria,1,9,1,3
72000900,blaziken,1,10,1,3
72000901,altaria,1,5,0,1
72000901,blaziken,1,9,2,2
72000902,altaria,0,17,5,2
72000902,blaziken,0,7,4,1
72000903,altaria,1,7,2,3
72000903,blaziken,0,10,3,2
72000904,altaria,0,9,3,2
72000904,blaziken,1,4,1,1
72000905,altaria,1,9,0,3
72000905,blaziken,1,11,1,3
72000906,altaria,0,14,5,2
72000906,blaziken,1,13,2,4
72000907,altaria,0,5,2,0
72000907,blaziken,0,9,5,1
72000908,altaria,0,10,4,0
72000908,blaziken,0,14,3,1
72000909,altaria,0,7,4,0
72000909,blaziken,1,8,0,3
72000910,altaria,1,6,0,3
72000910,blaziken,1,10,0,3
72000911,altaria,0,9,3,1
72000911,blaziken,1,10,2,4
72000912,altaria,0,8,3,0
72000912,blaziken,0,12,3,1
72000913,altaria,0,7,1,0
72000913,blaziken,1,5,0,1
72000914,altaria,0,13,5,2
72000914,blaziken,1,12,1,3
72000915,altaria,0,12,3,1
72000915,blaziken,1,10,1,3
72000916,altaria,0,5,1,0
72000916,blaziken,1,7,1,4
72000917,altaria,1,11,2,3
72000917,blaziken,1,9,2,4
72000918,altaria,0,6,3,0
72000918,blaziken,0,12,3,1
72000919,altaria,1,8,1,3
72000919,blaziken,1,10,1,5
72000920,altaria,1,12,0,3
72000920,blaziken,1,10,1,5
72000921,altaria,0,13,3,2
72000921,blaziken,1,12,1,3
72000922,altaria,0,4,2,0
72000922,blaziken,1,9,1,3
72000923,altaria,0,16,5,2
72000923,blaziken,1,15,2,5
72000924,altaria,0,10,3,1
72000924,blaziken,1,9,0,3
72000925,altaria,0,10,3,2
72000925,blaziken,1,9,2,3
72000926,altaria,1,10,1,4
72000926,blaziken,1,10,1,5
72000927,altaria,0,3,1,0
72000927,blaziken,0,11,4,2
72000928,altaria,0,11,4,2
72000928,blaziken,0,14,3,0
72000929,altaria,0,4,1,1
72000929,blaziken,1,9,1,3
72000930,altaria,1,14,1,5
72000930,blaziken,0,17,5,2
72000931,altaria,0,12,4,1
72000931,blaziken,0,9,5,1
72000932,altaria,0,11,5,2
72000932,blaziken,0,11,3,1
72000933,altaria,1,9,1,3
72000933,blaziken,1,9,2,3
72000934,altaria,0,13,4,0
72000934,blaziken,0,12,3,2
72000935,altaria,0,9,3,0
72000935,blaziken,1,8,0,3
72000936,altaria,0,3,1,0
72000936,blaziken,1,12,2,5
72000937,altaria,0,10,3,2
72000937,blaziken,1,17,2,5
72000938,altaria,0,9,3,2
72000938,blaziken,1,7,0,3
72000939,altaria,1,13,1,3
72000939,blaziken,1,9,1,3
72000940,altaria,0,13,5,0
72000940,blaziken,1,11,1,3
72000941,altaria,1,12,0,3
72000941,blaziken,1,8,0,3
72000942,altaria,0,11,3,0
72000942,blaziken,0,10,3,1
72000943,altaria,1,12,0,3
72000943,blaziken,1,8,2,3
72000944,altaria,1,9,0,3
72000944,blaziken,1,5,0,1
72000945,altaria,0,8,3,1
72000945,blaziken,0,12,4,2
72000946,altaria,1,9,1,3
72000946,blaziken,0,10,5,0
72000947,altaria,1,9,1,4
72000947,blaziken,1,7,1,2
72000948,altaria,0,5,2,0
72000948,blaziken,1,10,1,3
72000949,altaria,0,9,3,2
72000949,blaziken,1,8,1,3
72000950,altaria,0,8,2,1
72000950,blaziken,1,11,2,3
72000951,altaria,0,8,3,1
72000951,blaziken,0,9,4,1
72000952,altaria,0,8,3,1
72000952,blaziken,0,6,1,0
72000953,altaria,0,8,4,0
72000953,blaziken,0,13,3,0
72000954,altaria,1,7,0,3
72000954,blaziken,1,11,1,4
72000955,altaria,0,6,3,0
72000955,blaziken,1,12,1,3
72000956,altaria,1,7,2,3
72000956,blaziken,1,6,1,3
72000957,altaria,0,8,3,0
72000957,blaziken,0,10,3,1
72000958,altaria,0,9,3,1
72000958,blaziken,1,10,1,3
72000959,altaria,1,9,1,3
72000959,blaziken,1,11,1,3
72000960,altaria,1,11,2,3
72000960,blaziken,1,6,1,2
72000961,altaria,0,11,3,1
72000961,blaziken,1,8,1,4
72000962,altaria,0,7,3,1
72000962,blaziken,1,10,1,3
72000963,altaria,0,8,3,0
72000963,blaziken,1,11,1,4
72000964,altaria,0,3,1,0
72000964,blaziken,1,10,1,3
72000965,altaria,0,5,2,1
72000965,blaziken,1,12,1,4
72000966,altaria,0,12,5,2
72000966,blaziken,0,8,3,1
72000967,altaria,0,12,5,0
72000967,blaziken,1,15,1,5
72000968,altaria,0,11,3,1
72000968,blaziken,0,11,3,2
72000969,altaria,0,9,3,2
72000969,blaziken,0,7,3,0
72000970,altaria,1,10,2,5
72000970,blaziken,1,6,0,3
72000971,altaria,0,6,2,1
72000971,blaziken,0,11,3,1
72000972,altaria,0,15,4,2
72000972,blaziken,0,9,4,1
72000973,altaria,1,12,1,4
72000973,blaziken,1,11,1,3
72000974,altaria,1,11,2,4
72000974,blaziken,0,12,5,2
72000975,altaria,1,14,1,3
72000975,blaziken,0,11,5,2
72000976,altaria,0,9,3,1
72000976,blaziken,1,6,0,3
72000977,altaria,1,11,2,3
72000977,blaziken,1,16,2,5
72000978,altaria,1,8,1,3
72000978,blaziken,1,10,1,4
72000979,altaria,1,14,1,3
72000979,blaziken,0,9,3,1
72000980,altaria,0,14,4,2
72000980,blaziken,0,8,3,1
72000981,altaria,1,10,2,4
72000981,blaziken,1,8,1,3
72000982,altaria,0,11,5,2
72000982,blaziken,1,8,0,3
72000983,altaria,0,10,3,2
72000983,blaziken,0,9,3,2
72000984,altaria,1,11,1,3
72000984,blaziken,1,9,1,3
72000985,altaria,0,14,5,2
72000985,blaziken,1,15,2,4
72000986,altaria,1,10,2,3
72000986,blaziken,1,13,2,3
72000987,altaria,1,11,0,4
72000987,blaziken,0,12,3,1
72000988,altaria,1,11,1,5
72000988,blaziken,1,9,2,4
72000989,altaria,0,12,3,1
72000989,blaziken,0,8,3,0
72000990,altaria,0,7,2,0
72000990,blaziken,0,11,3,0
72000991,altaria,0,3,1,1
72000991,blaziken,1,8,1,3
72000992,altaria,0,9,2,1
72000992,blaziken,1,9,1,4
72000993,altaria,1,9,1,3
72000993,blaziken,1,11,1,3
72000994,altaria,0,12,3,2
72000994,blaziken,0,10,5,2
72000995,altaria,0,9,3,1
72000995,blaziken,1,12,1,4
72000996,altaria,1,13,2,3
72000996,blaziken,1,15,2,5
72000997,altaria,1,12,1,5
72000997,blaziken,1,9,2,3
72000998,altaria,0,5,1,1
72000998,blaziken,0,9,4,2
72000999,altaria,0,2,1,0
72000999,blaziken,1,11,2,4
