archetype,rank_sept10,rank_window,dustin,player,display_name,event_id,event_name,event_size,date,placing,drop,record,deck_id,cards_carried,url
Mega Charizard Y ex Entei ex,12,12,True,ibfasting,𝗕𝗢𝗔𝗧 | Fasting,6a9b4f52ab080c8c957fa3d7,TBC Presents: Breakfast & Breakdowns🔥,97,2026-09-06,6,,6-2-2,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9b4f52ab080c8c957fa3d7/player/ibfasting/decklist
Mega Charizard Y ex Entei ex,12,12,True,winsters,𝗕𝗢𝗔𝗧 | Goose,6a78c5912b308b6067b4f421,Tournament Vegegras cash prize 100usd,116,2026-09-05,8,,7-4-0,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a78c5912b308b6067b4f421/player/winsters/decklist
Mega Charizard Y ex Entei ex,12,12,True,guunnz,𝗠𝗢𝗡⭐️ | guunnz,6a9b4f52ab080c8c957fa3d7,TBC Presents: Breakfast & Breakdowns🔥,97,2026-09-06,8,,6-4-0,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9b4f52ab080c8c957fa3d7/player/guunnz/decklist
Mega Charizard Y ex Entei ex,12,12,True,brendon68,𝙄𝙈𝙋 | Brendon .,6a9f6899a4272c53be64a894,Umbreon99's Team Rocket's Bash: $10 USD + 🌈,172,2026-09-08,9,,7-1-1,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9f6899a4272c53be64a894/player/brendon68/decklist
Mega Charizard Y ex Entei ex,12,12,True,rubiq,Rubiq,6aa6244c38886b36383be644,🔥Highlight's Pyro Pop-Up #2🔥 FA OAK!,33,2026-09-13,12,,3-2-0,mega-charizard-y-ex-b1a-entei-ex-a4a,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6aa6244c38886b36383be644/player/rubiq/decklist
Mega Charizard Y ex Entei ex,12,12,True,atemus95gr,Atemus95Gr,6a8ea2690580a332c8420304,Rozey Birthday Pop Up By Dark league,29,2026-08-26,15,,2-2-1,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8ea2690580a332c8420304/player/atemus95gr/decklist
Mega Charizard Y ex Entei ex,12,12,True,brendon68,𝙄𝙈𝙋 | Brendon .,6a9e12feab080c8c957fc84e,♨️Sauna X Ev4de POG Tournament #27|10 USD+Top 4 FA,73,2026-09-11,18,,4-2-0,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9e12feab080c8c957fc84e/player/brendon68/decklist
Mega Charizard Y ex Entei ex,12,12,True,guunnz,𝗠𝗢𝗡⭐️ | guunnz,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02,19,,4-3-1,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/guunnz/decklist
Mega Charizard Y ex Entei ex,12,12,True,mo1245,Mo1245,6a9f6899a4272c53be64a894,Umbreon99's Team Rocket's Bash: $10 USD + 🌈,172,2026-09-08,22,,5-2-1,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9f6899a4272c53be64a894/player/mo1245/decklist
Mega Charizard Y ex Entei ex,12,12,True,n7hs4,n7hs4,6a9829c8a4272c53be644d74,The PokeBounty Showdown $1000 Prize Pool (#1),132,2026-09-07,29,,5-3-0,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9829c8a4272c53be644d74/player/n7hs4/decklist
Mega Charizard Y ex Entei ex,12,12,True,miqueas0828,Miqueas0828,6aa22425a4272c53be64ca36,The Breakfast Club Daily #5-$5 + FA,112,2026-09-10,34,,4-3-0,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa22425a4272c53be64ca36/player/miqueas0828/decklist
Mega Charizard Y ex Entei ex,12,12,True,winsters,𝗕𝗢𝗔𝗧 | Goose,6a9829c8a4272c53be644d74,The PokeBounty Showdown $1000 Prize Pool (#1),132,2026-09-07,37,,4-3-0,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9829c8a4272c53be644d74/player/winsters/decklist
Mega Charizard Y ex Entei ex,12,12,True,mo1245,Mo1245,6a8de28f0580a332c841fd99,The TCGP Arena #5! Prizing: Full Art TRA Cards!,108,2026-08-27,38,,3-4-0,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8de28f0580a332c841fd99/player/mo1245/decklist
Mega Charizard Y ex Entei ex,12,12,True,fitypaldis,Fitypaldis,6a9b4f52ab080c8c957fa3d7,TBC Presents: Breakfast & Breakdowns🔥,97,2026-09-06,43,6,3-3-0,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9b4f52ab080c8c957fa3d7/player/fitypaldis/decklist
Mega Charizard Y ex Entei ex,12,12,True,iromm,Eleven Gomes,6a9f6899a4272c53be64a894,Umbreon99's Team Rocket's Bash: $10 USD + 🌈,172,2026-09-08,45,,4-3-0,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9f6899a4272c53be64a894/player/iromm/decklist
Mega Charizard Y ex Entei ex,12,12,True,brendon68,𝙄𝙈𝙋 | Brendon .,6a94b2ffabb9482237504367,♨️Sauna X Almond POG Tournament #24|10USD + FA!,110,2026-09-02,49,,3-3-0,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a94b2ffabb9482237504367/player/brendon68/decklist
Mega Charizard Y ex Entei ex,12,12,True,sinorci200,𝗙𝗚𝗥 || Sinorci200,6a9dc423ab080c8c957fc250,The Breakfast Club Nightly-$20,118,2026-09-07,64,5,2-3-0,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9dc423ab080c8c957fc250/player/sinorci200/decklist
Mega Charizard Y ex Entei ex,12,12,True,thanos9_9,Thanos ,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,141,6,3-3-0,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/thanos9_9/decklist
Mega Charizard Y ex Entei ex,12,12,True,kyoffie,Kyoffie,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11,,7,3-4-0,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/kyoffie/decklist
Mega Charizard Y ex Entei ex,12,12,True,nemu,Nemu,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11,,4,1-3-0,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/nemu/decklist
Mega Charizard Y ex Entei ex,12,12,True,foodking90,foodking90,6a901ac60580a332c8420eaa,‼️$20 BEC'S 📛NEW SET PARTY - FA PRIZES🔻,133,2026-08-28,,2,0-2-0,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1; Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a901ac60580a332c8420eaa/player/foodking90/decklist
Mega Charizard Y ex Entei ex,12,12,True,brendon68,𝙄𝙈𝙋 | Brendon .,6aac7e78f127b1b52c27ba59,$40 USD+FA | 巫獅對戰塔盃 LeoWizard BattleTower Cup #12,112,2026-09-19,,4,2-2-0,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aac7e78f127b1b52c27ba59/player/brendon68/decklist
Mega Charizard Y ex Entei ex,12,12,True,djokonitin,djokonitin,6a90c1890580a332c842170e,🚀Nuggie's POG Tourney #14 $25 Winner Takes ALL🚀,106,2026-08-30,,3,1-2-0,mega-charizard-y-ex-b1a-entei-ex-a4a,Protective Poncho x1; Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a90c1890580a332c842170e/player/djokonitin/decklist
Magnezone Miraidon ex,13,14,False,corndog_xx,CornDog_XX,6a901ac60580a332c8420eaa,‼️$20 BEC'S 📛NEW SET PARTY - FA PRIZES🔻,133,2026-08-28,19,,5-1-2,magnezone-b1a-miraidon-ex-b3a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a901ac60580a332c8420eaa/player/corndog_xx/decklist
Magnezone Miraidon ex,13,14,False,acad,Acad,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26,49,5,2-3-0,magnezone-b1a-miraidon-ex-b3a,Protective Poncho x2,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/acad/decklist
Magnezone Miraidon ex,13,14,False,tazzi95,Tazzi95,6a901ac60580a332c8420eaa,‼️$20 BEC'S 📛NEW SET PARTY - FA PRIZES🔻,133,2026-08-28,,2,1-1-0,magnezone-b1a-miraidon-ex-b3a,Rocky Helmet x2,https://play.limitlesstcg.com/tournament/6a901ac60580a332c8420eaa/player/tazzi95/decklist
Magnezone ex Magnezone,15,18,False,warpis,𝗠𝗲𝗴𝗮 SIPRAW 𝗘𝗫,6a90e8157a62de8130140dee,The Breakfast Club Xastur's Showdown-$5+OAK+,97,2026-08-28,6,,7-2-1,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a90e8157a62de8130140dee/player/warpis/decklist
Magnezone ex Magnezone,15,18,False,liquidedge,LiquidEdge,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,8,,9-3-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/liquidedge/decklist
Magnezone ex Magnezone,15,18,False,angrypikachu,AngryPikachu,6ab3aa2de905c1db68748664,TH Event's Presents: When DX Pack?!|5$ + FA's!,68,2026-09-23,9,,5-1-2,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6ab3aa2de905c1db68748664/player/angrypikachu/decklist
Magnezone ex Magnezone,15,18,False,angrypikachu,AngryPikachu,6a98b6dfab080c8c957f8554,Block Dragon Pop Up (RR Vespiquen),48,2026-09-03,9,,5-2-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a98b6dfab080c8c957f8554/player/angrypikachu/decklist
Magnezone ex Magnezone,15,18,False,zagazaga,ZaGaZaGa,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,15,,8-3-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/zagazaga/decklist
Magnezone ex Magnezone,15,18,False,njjord7,FrogEX | Njord,6a918b3d629039f77d8a40ca,Pop Up Series 8 || 3 FA OAKS + DX SHINIES,66,2026-08-29,20,,3-2-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a918b3d629039f77d8a40ca/player/njjord7/decklist
Magnezone ex Magnezone,15,18,False,juanpcv4540,DG | Juanpcv ,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,23,,7-2-1,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/juanpcv4540/decklist
Magnezone ex Magnezone,15,18,False,light_dn,Light_DN,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,42,,6-2-1,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/light_dn/decklist
Magnezone ex Magnezone,15,18,False,javiee333,𝗠𝗢𝗡⭐️ | Javiee333,6aa6eed0f1243e65f9800555,🩷random r0zey pop up #3 | $25 + FA🩷,146,2026-09-13,45,,4-3-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa6eed0f1243e65f9800555/player/javiee333/decklist
Magnezone ex Magnezone,15,18,False,flipand11,flipand11,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01,46,,3-3-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/flipand11/decklist
Magnezone ex Magnezone,15,18,False,marckedcards,MarckedCards,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,48,,6-3-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/marckedcards/decklist
Magnezone ex Magnezone,15,18,False,marckedcards,MarckedCards,6a918b3d629039f77d8a40ca,Pop Up Series 8 || 3 FA OAKS + DX SHINIES,66,2026-08-29,50,,1-4-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a918b3d629039f77d8a40ca/player/marckedcards/decklist
Magnezone ex Magnezone,15,18,False,fedepoke02,Federico  Moroni ,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01,53,,1-5-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/fedepoke02/decklist
Magnezone ex Magnezone,15,18,False,iwonttry,iWontTry,6a9d55b3ab080c8c957fbaa6,OTS Pokemon TCG Pocket Arena Pop Up | $5 USD,65,2026-09-06,57,2,0-2-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9d55b3ab080c8c957fbaa6/player/iwonttry/decklist
Magnezone ex Magnezone,15,18,False,flipand11,flipand11,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,70,,4-2-1,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/flipand11/decklist
Magnezone ex Magnezone,15,18,False,smarmir,Smarmir,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,75,,4-3-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/smarmir/decklist
Magnezone ex Magnezone,15,18,False,nabrix,Nabrix,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,133,7,3-4-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/nabrix/decklist
Magnezone ex Magnezone,15,18,False,okarun,okarun,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,143,6,3-3-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/okarun/decklist
Magnezone ex Magnezone,15,18,False,beachboy,BeachBoy,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,151,6,3-3-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/beachboy/decklist
Magnezone ex Magnezone,15,18,False,fall88,Fall88,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,178,5,2-3-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/fall88/decklist
Magnezone ex Magnezone,15,18,False,masterlando_420,masterlando_420,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,193,7,2-5-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/masterlando_420/decklist
Magnezone ex Magnezone,15,18,False,zartan3000,Zartan3000,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,217,3,2-1-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/zartan3000/decklist
Magnezone ex Magnezone,15,18,False,fer7788,Fer7788,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,220,7,1-5-1,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/fer7788/decklist
Magnezone ex Magnezone,15,18,False,whiterabbit,whiteRabbit,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,221,3,1-2-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/whiterabbit/decklist
Magnezone ex Magnezone,15,18,False,sky_skywolf93,SKY_SkyWolf93,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,226,4,1-3-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/sky_skywolf93/decklist
Magnezone ex Magnezone,15,18,False,tansama,𝗥𝗙 | Tan Sama,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,241,3,1-2-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/tansama/decklist
Magnezone ex Magnezone,15,18,False,adk,ADK,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,247,4,1-3-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/adk/decklist
Magnezone ex Magnezone,15,18,False,sushigabo,SushiGabo,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,304,2,0-2-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/sushigabo/decklist
Magnezone ex Magnezone,15,18,False,dietdrkelp,𝗠𝗢𝗡⭐| Suede,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,322,2,0-2-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/dietdrkelp/decklist
Magnezone ex Magnezone,15,18,False,hamza007,𝗠𝗮𝗴𝗺𝗮 Hamza,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,335,2,0-2-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/hamza007/decklist
Magnezone ex Magnezone,15,18,False,gravekeeper,𝐄𝐥𝐢𝐭𝐞𝟒 Gravekeeper,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02,,6,3-3-0,magnezone-ex-b3-magnezone-b1a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/gravekeeper/decklist
Mega Altaria ex Greninja,16,10,False,mamas,analezelol <3,6a8f27e57a62de813013fb20,The Breakfast Club Pop Up-$5+FA,69,2026-08-26,26,,3-3-0,mega-altaria-ex-b1-greninja-a1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8f27e57a62de813013fb20/player/mamas/decklist
Dedenne ex Indeedee ex,17,16,True,twidleurstixx,TwidleUrStixx,6aaad41638886b36383c1ad5,Pop Up Series 9 || FA OAK,27,2026-09-17,1,,7-0-1,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aaad41638886b36383c1ad5/player/twidleurstixx/decklist
Dedenne ex Indeedee ex,17,16,True,golfermt,golfermt,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26,2,,8-2-1,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/golfermt/decklist
Dedenne ex Indeedee ex,17,16,True,hate_hardpeach,Hate_HardPeach,6a98fd1ba4272c53be6457c3,TBC The Rowdy Russell Rumble-$20-QUICK,53,2026-09-03,2,,6-2-2,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a98fd1ba4272c53be6457c3/player/hate_hardpeach/decklist
Dedenne ex Indeedee ex,17,16,True,golfermt,golfermt,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02,4,,7-2-1,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/golfermt/decklist
Dedenne ex Indeedee ex,17,16,True,rfine,Rfine,6a9e12feab080c8c957fc84e,♨️Sauna X Ev4de POG Tournament #27|10 USD+Top 4 FA,73,2026-09-11,5,,5-2-1,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9e12feab080c8c957fc84e/player/rfine/decklist
Dedenne ex Indeedee ex,17,16,True,acad,Acad,6a9b22fba4272c53be646f96,OTS Pokemon TCG Pocket Arena Pop Up,14,2026-09-04,5,,2-2-1,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9b22fba4272c53be646f96/player/acad/decklist
Dedenne ex Indeedee ex,17,16,True,aguxjuega99,Aguxjuega99,6a99bbffa4272c53be645f44,Block Dragon Pop Up (RR Team Rockets Raticate),60,2026-09-03,6,,6-2-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a99bbffa4272c53be645f44/player/aguxjuega99/decklist
Dedenne ex Indeedee ex,17,16,True,tendoreezy,tendoreezy,6aa682e4f1243e65f97ffebe,The PokeBounty Showdown Sunday Pop Up,83,2026-09-13,8,,5-3-1,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa682e4f1243e65f97ffebe/player/tendoreezy/decklist
Dedenne ex Indeedee ex,17,16,True,pikatravai,Pikatravai,6a8f27e57a62de813013fb20,The Breakfast Club Pop Up-$5+FA,69,2026-08-26,9,,5-2-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8f27e57a62de813013fb20/player/pikatravai/decklist
Dedenne ex Indeedee ex,17,16,True,petapetachu,petapetachu,6aa6410b38886b36383be710,🏰FORT TOURNAMENTS POCKET DEBUT🏰 $20 + FA CARDS,114,2026-09-14,12,,6-2-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x2; Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6aa6410b38886b36383be710/player/petapetachu/decklist
Dedenne ex Indeedee ex,17,16,True,feherlac,Feherlac,6a96b86babb948223750549c,Dark League Pop Up,46,2026-09-01,13,,5-3-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a96b86babb948223750549c/player/feherlac/decklist
Dedenne ex Indeedee ex,17,16,True,mirandolla,𝗦𝗗𝗘 | Jhon Lenon,6aa5a7da38886b36383bdfcd,🇧🇷 Hit Sparrow #12 | TCG Pocket,17,2026-09-16,13,,0-3-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x2,https://play.limitlesstcg.com/tournament/6aa5a7da38886b36383bdfcd/player/mirandolla/decklist
Dedenne ex Indeedee ex,17,16,True,ratatouillet27,𝐓𝐌 I OldCaT .,6a8ea2690580a332c8420304,Rozey Birthday Pop Up By Dark league,29,2026-08-26,16,,2-3-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8ea2690580a332c8420304/player/ratatouillet27/decklist
Dedenne ex Indeedee ex,17,16,True,bigslowpokefan,BigSlowpokeFan,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,17,,8-2-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/bigslowpokefan/decklist
Dedenne ex Indeedee ex,17,16,True,hidalgo1,hidalgo1,6aa1e900a4272c53be64c5ce,THE BREAKFAST CLUB KELP CLASSIC #9 - $5,64,2026-09-10,17,,4-3-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa1e900a4272c53be64c5ce/player/hidalgo1/decklist
Dedenne ex Indeedee ex,17,16,True,hate_hardpeach,Hate_HardPeach,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01,18,,5-2-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/hate_hardpeach/decklist
Dedenne ex Indeedee ex,17,16,True,xctloya26,PTSD | Xctloya26,6aa89ad438886b36383c071a,✧･❀🌸Flutter Festival Debut! -15$🌸❀･✧,80,2026-09-16,18,,4-3-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa89ad438886b36383c071a/player/xctloya26/decklist
Dedenne ex Indeedee ex,17,16,True,bborsx,Bborsx,6aa13feaa4272c53be64b94a,DR KELP’S CHUM BUCKET POP UP,49,2026-09-09,18,,3-2-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x2,https://play.limitlesstcg.com/tournament/6aa13feaa4272c53be64b94a/player/bborsx/decklist
Dedenne ex Indeedee ex,17,16,True,foulzzx,foulzzx,6a9d55b3ab080c8c957fbaa6,OTS Pokemon TCG Pocket Arena Pop Up | $5 USD,65,2026-09-06,19,,3-3-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9d55b3ab080c8c957fbaa6/player/foulzzx/decklist
