archetype,deck_id,player,player_name,event_id,event_name,event_size,date,placing,record,cards_carried,carries_switch1_card,same_name_other_printing,n_cards_in_list,url
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,flameking3,FLAMEKING3,6a981923a4272c53be644ca8,DR. KELP’S CHUM BUCKET POP UP,31,2026-09-02T14:00:00.000Z,10,4-1-2,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a981923a4272c53be644ca8/player/flameking3/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,elatomico,PGX| El Atomico,6a9d55b3ab080c8c957fbaa6,OTS Pokemon TCG Pocket Arena Pop Up | $5 USD,65,2026-09-06T18:00:00.000Z,11,4-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9d55b3ab080c8c957fbaa6/player/elatomico/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,atemus95gr,Atemus95Gr,6a96b86babb948223750549c,Dark League Pop Up,46,2026-09-01T14:15:00.000Z,11,5-3-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a96b86babb948223750549c/player/atemus95gr/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,aldous,Aldous,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26T16:15:00.000Z,12,5-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/aldous/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,dietdrkelp,𝗠𝗢𝗡⭐️| Suede,6ab3aa2de905c1db68748664,TH Event's Presents: When DX Pack?!|5$ + FA's!,68,2026-09-23T19:00:00.000Z,12,5-2-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6ab3aa2de905c1db68748664/player/dietdrkelp/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,flameking3,FLAMEKING3,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,13,8-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/flameking3/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,noobslybot_01,PLASMA| Moira,6a981923a4272c53be644ca8,DR. KELP’S CHUM BUCKET POP UP,31,2026-09-02T14:00:00.000Z,13,4-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a981923a4272c53be644ca8/player/noobslybot_01/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,micg,micg,6aabc43df1243e65f9803602,DR KELP’S CHUM BUCKET POP UP,29,2026-09-17T14:15:00.000Z,13,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aabc43df1243e65f9803602/player/micg/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,adi1906,Adi1906,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01T17:00:00.000Z,14,5-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/adi1906/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,sparadrap,Sparadrap,6a90e8157a62de8130140dee,The Breakfast Club Xastur's Showdown-$5+OAK+,97,2026-08-28T22:30:00.000Z,14,5-3-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a90e8157a62de8130140dee/player/sparadrap/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,shamus,Shamus,6a8f27e57a62de813013fb20,The Breakfast Club Pop Up-$5+FA,69,2026-08-26T21:00:00.000Z,14,4-3-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a8f27e57a62de813013fb20/player/shamus/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,g7zinn,Antônio Gleisson,6aa5a7da38886b36383bdfcd,🇧🇷 Hit Sparrow #12 | TCG Pocket,17,2026-09-16T22:00:00.000Z,14,0-3-0,Protective Poncho x1 [B2 147]; Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6aa5a7da38886b36383bdfcd/player/g7zinn/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,cranbreezy,CranBreezy,6a94b2ffabb9482237504367,♨️Sauna X Almond POG Tournament #24|10USD + FA!,110,2026-09-02T08:30:00.000Z,15,5-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a94b2ffabb9482237504367/player/cranbreezy/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,flameking3,FLAMEKING3,6a918b3d629039f77d8a40ca,Pop Up Series 8 || 3 FA OAKS + DX SHINIES,66,2026-08-29T03:00:00.000Z,15,3-2-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a918b3d629039f77d8a40ca/player/flameking3/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,sparadrap,Sparadrap,6a918b3d629039f77d8a40ca,Pop Up Series 8 || 3 FA OAKS + DX SHINIES,66,2026-08-29T03:00:00.000Z,16,3-2-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a918b3d629039f77d8a40ca/player/sparadrap/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,franztcg,Francisco Araújo,6a92710aabb9482237502fc0,🇧🇷 Hit Sparrow #10 | TCG Pocket,20,2026-09-02T22:00:00.000Z,16,1-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a92710aabb9482237502fc0/player/franztcg/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,thomasxavier21,ThomasXavier21,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01T17:00:00.000Z,17,6-1-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/thomasxavier21/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,sekensirazu,sekensirazu,6a90e8157a62de8130140dee,The Breakfast Club Xastur's Showdown-$5+OAK+,97,2026-08-28T22:30:00.000Z,17,6-1-1,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a90e8157a62de8130140dee/player/sekensirazu/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,ppitopin8,ppitopin8,6aaac3d9f1243e65f9802bad,🥊 20$ BEC'S KING OF THE HILL - ANY FA PRIZE!,95,2026-09-18T13:00:00.000Z,17,2-1-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aaac3d9f1243e65f9802bad/player/ppitopin8/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,oscarparra,Hisoka .,6aa1e900a4272c53be64c5ce,THE BREAKFAST CLUB KELP CLASSIC #9 - $5,64,2026-09-10T03:20:00.000Z,18,4-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa1e900a4272c53be64c5ce/player/oscarparra/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,dietdrkelp,𝗠𝗢𝗡⭐| Suede,6a96b86babb948223750549c,Dark League Pop Up,46,2026-09-01T14:15:00.000Z,18,3-3-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a96b86babb948223750549c/player/dietdrkelp/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,azuran,Azuran,6a8ea2690580a332c8420304,Rozey Birthday Pop Up By Dark league,29,2026-08-26T10:35:00.000Z,18,2-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8ea2690580a332c8420304/player/azuran/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,nakopol91,nakopol91,6a98fd1ba4272c53be6457c3,TBC The Rowdy Russell Rumble-$20-QUICK,53,2026-09-03T05:15:00.000Z,19,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a98fd1ba4272c53be6457c3/player/nakopol91/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,flameking3,FLAMEKING3,6a96b86babb948223750549c,Dark League Pop Up,46,2026-09-01T14:15:00.000Z,19,3-3-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a96b86babb948223750549c/player/flameking3/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,avelino_off,AVELINO_OFF,6aa6942138886b36383be9a3,DR KELP’S CHUM BUCKET POP UP - FA COPYCAT,38,2026-09-13T14:00:00.000Z,19,2-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa6942138886b36383be9a3/player/avelino_off/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,radarada,RadaRada,6a9f6899a4272c53be64a894,Umbreon99's Team Rocket's Bash: $10 USD + 🌈,172,2026-09-08T17:45:00.000Z,20,5-2-1,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a9f6899a4272c53be64a894/player/radarada/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,pokeody,PokeOdy,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01T17:00:00.000Z,20,4-2-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/pokeody/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,neophyte885,Neophyte885,6a8ea2690580a332c8420304,Rozey Birthday Pop Up By Dark league,29,2026-08-26T10:35:00.000Z,20,1-4-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8ea2690580a332c8420304/player/neophyte885/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,alana,𝗠𝗲𝗴𝗮 Alana 𝗘𝗫,6a90c1890580a332c842170e,🚀Nuggie's POG Tourney #14 $25 Winner Takes ALL🚀,106,2026-08-30T09:00:00.000Z,21,4-2-1,Protective Poncho x1 [B2 147]; Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a90c1890580a332c842170e/player/alana/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,birdnest,BirdNest,6a918b3d629039f77d8a40ca,Pop Up Series 8 || 3 FA OAKS + DX SHINIES,66,2026-08-29T03:00:00.000Z,21,3-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a918b3d629039f77d8a40ca/player/birdnest/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,rectarenanda,rectarenanda,6a8b7ef58302ae761e5fac0a,♨️Sauna's POG Tournament #23 |SLEEP BAN| 5USD + FA,60,2026-08-28T04:00:00.000Z,22,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8b7ef58302ae761e5fac0a/player/rectarenanda/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,lennydeski,LENNY DESKI,6a78c5912b308b6067b4f421,Tournament Vegegras cash prize 100usd,116,2026-09-05T19:05:00.000Z,23,6-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a78c5912b308b6067b4f421/player/lennydeski/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,flipinton,Flipinton,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02T21:10:00.000Z,23,4-3-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/flipinton/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,normo360,𝗠𝗮𝗴𝗺𝗮 StorM,6aa13feaa4272c53be64b94a,DR KELP’S CHUM BUCKET POP UP,49,2026-09-09T14:00:00.000Z,23,3-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa13feaa4272c53be64b94a/player/normo360/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,avelino_off,AVELINO_OFF,6aa89ad438886b36383c071a,✧･❀🌸Flutter Festival Debut! -15$🌸❀･✧,80,2026-09-16T23:30:00.000Z,24,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa89ad438886b36383c071a/player/avelino_off/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,dietdrkelp,𝗠𝗢𝗡⭐| Suede,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11T17:45:00.000Z,27,6-3-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/dietdrkelp/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,mami,Mami,6aa6244c38886b36383be644,🔥Highlight's Pyro Pop-Up #2🔥 FA OAK!,33,2026-09-13T05:20:00.000Z,28,0-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa6244c38886b36383be644/player/mami/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,luckyex888,LuckyEX888,6a99bbffa4272c53be645f44,Block Dragon Pop Up (RR Team Rockets Raticate),60,2026-09-03T20:45:00.000Z,29,2-4-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a99bbffa4272c53be645f44/player/luckyex888/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,ziquan2,ziquan2,6aac7e78f127b1b52c27ba59,$40 USD+FA | 巫獅對戰塔盃 LeoWizard BattleTower Cup #12,112,2026-09-19T13:00:00.000Z,30,5-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aac7e78f127b1b52c27ba59/player/ziquan2/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,sandy_permata205,𝗠𝗲𝗴𝗮 R X Prexure,6a94b2ffabb9482237504367,♨️Sauna X Almond POG Tournament #24|10USD + FA!,110,2026-09-02T08:30:00.000Z,30,4-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a94b2ffabb9482237504367/player/sandy_permata205/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,nifaa,𝙈𝙉𝙍𝘾 | Nifaa,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13T00:45:00.000Z,31,5-3-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/nifaa/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,wanderer02,Wanderer02,6a9e12feab080c8c957fc84e,♨️Sauna X Ev4de POG Tournament #27|10 USD+Top 4 FA,73,2026-09-11T03:10:00.000Z,31,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9e12feab080c8c957fc84e/player/wanderer02/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,einstun,𝙈𝙚𝙜𝙖 Einstun 𝙀𝙭,6a98fd1ba4272c53be6457c3,TBC The Rowdy Russell Rumble-$20-QUICK,53,2026-09-03T05:15:00.000Z,31,2-4-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a98fd1ba4272c53be6457c3/player/einstun/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,tommykamikace,TommyKamikace,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11T17:45:00.000Z,32,6-4-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/tommykamikace/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,flameking3,FLAMEKING3,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02T17:00:00.000Z,32,4-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/flameking3/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,sawitlovers,SawitLovers,6aa1e900a4272c53be64c5ce,THE BREAKFAST CLUB KELP CLASSIC #9 - $5,64,2026-09-10T03:20:00.000Z,32,1-6-0,Rocky Helmet x2 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6aa1e900a4272c53be64c5ce/player/sawitlovers/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,thomasxavier21,ThomasXavier21,6a98fd1ba4272c53be6457c3,TBC The Rowdy Russell Rumble-$20-QUICK,53,2026-09-03T05:15:00.000Z,32,2-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a98fd1ba4272c53be6457c3/player/thomasxavier21/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,spritzol,Spritzol,6aaac3d9f1243e65f9802bad,🥊 20$ BEC'S KING OF THE HILL - ANY FA PRIZE!,95,2026-09-18T13:00:00.000Z,33,1-1-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aaac3d9f1243e65f9802bad/player/spritzol/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,einstun,𝙈𝙚𝙜𝙖 Einstun 𝙀𝙭,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26T16:15:00.000Z,33,3-4-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/einstun/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,spritzol,Spritzol,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02T21:10:00.000Z,33,3-4-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/spritzol/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,luckyex888,LuckyEX888,6a8f27e57a62de813013fb20,The Breakfast Club Pop Up-$5+FA,69,2026-08-26T21:00:00.000Z,33,2-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8f27e57a62de813013fb20/player/luckyex888/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,fishdino,Fishdino,6a9b4f52ab080c8c957fa3d7,TBC Presents: Breakfast & Breakdowns🔥,97,2026-09-06T01:45:00.000Z,34,4-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9b4f52ab080c8c957fa3d7/player/fishdino/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,dhforty4,dhforty4,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02T21:10:00.000Z,34,3-4-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/dhforty4/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,omarkztv,OMarkzTV,6a8f27e57a62de813013fb20,The Breakfast Club Pop Up-$5+FA,69,2026-08-26T21:00:00.000Z,34,2-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8f27e57a62de813013fb20/player/omarkztv/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,themadhimalayan,TheMadHimalayan,6a98b6dfab080c8c957f8554,Block Dragon Pop Up (RR Vespiquen),48,2026-09-03T02:15:00.000Z,34,1-4-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a98b6dfab080c8c957f8554/player/themadhimalayan/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,rikhardt,Rikhardt,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,35,7-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/rikhardt/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,brxlyy,Brxlyy,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02T17:00:00.000Z,35,4-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/brxlyy/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,flipand11,flipand11,6a78c5912b308b6067b4f421,Tournament Vegegras cash prize 100usd,116,2026-09-05T19:05:00.000Z,35,4-3-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a78c5912b308b6067b4f421/player/flipand11/decklist
Mega Lucario ex Lucario,mega-lucario-ex-lucario-b3,pikamon,Pikamon,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01T17:00:00.000Z,35,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/pikamon/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,ravenoussix,INLG | RavenousSix,6a9b4f52ab080c8c957fa3d7,TBC Presents: Breakfast & Breakdowns🔥,97,2026-09-06T01:45:00.000Z,35,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9b4f52ab080c8c957fa3d7/player/ravenoussix/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,nyrq,nyrq the rookie,6aa89ad438886b36383c071a,✧･❀🌸Flutter Festival Debut! -15$🌸❀･✧,80,2026-09-16T23:30:00.000Z,35,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa89ad438886b36383c071a/player/nyrq/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,thomasxavier21,ThomasXavier21,6aa1e900a4272c53be64c5ce,THE BREAKFAST CLUB KELP CLASSIC #9 - $5,64,2026-09-10T03:20:00.000Z,35,1-6-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa1e900a4272c53be64c5ce/player/thomasxavier21/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,rectarenanda,rectarenanda,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26T16:15:00.000Z,36,3-4-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/rectarenanda/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,thomasxavier21,ThomasXavier21,6a94b2ffabb9482237504367,♨️Sauna X Almond POG Tournament #24|10USD + FA!,110,2026-09-02T08:30:00.000Z,38,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a94b2ffabb9482237504367/player/thomasxavier21/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,masterbenji,Masterbenji,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02T21:10:00.000Z,38,1-6-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/masterbenji/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,brendon68,𝙄𝙈𝙋 | Brendon .,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13T00:45:00.000Z,39,3-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/brendon68/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,liamkrew,Liamkrew,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,41,6-2-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/liamkrew/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,avelino_off,AVELINO_OFF,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13T00:45:00.000Z,41,3-4-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/avelino_off/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,banzai,𝗠𝗲𝗴𝗮 Banzai 𝗘𝗫,6a918b3d629039f77d8a40ca,Pop Up Series 8 || 3 FA OAKS + DX SHINIES,66,2026-08-29T03:00:00.000Z,42,1-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a918b3d629039f77d8a40ca/player/banzai/decklist
