archetype,deck_id,player,player_name,event_id,event_name,event_size,date,placing,record,cards_carried,carries_switch1_card,same_name_other_printing,n_cards_in_list,url
Mega Blaziken ex,mega-blaziken-ex-b1,normo360,𝗠𝗮𝗴𝗺𝗮 StorM,6ab3aa2de905c1db68748664,TH Event's Presents: When DX Pack?!|5$ + FA's!,68,2026-09-23T19:00:00.000Z,,0-1-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6ab3aa2de905c1db68748664/player/normo360/decklist
Mega Blaziken ex,mega-blaziken-ex-b1,ahcolvin22,Ahcolvin22,6a947113629039f77d8a5c46,Dark League Pop Up,57,2026-08-30T22:40:00.000Z,,0-2-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a947113629039f77d8a5c46/player/ahcolvin22/decklist
Mega Blaziken ex,mega-blaziken-ex-b1,normo360,𝗠𝗮𝗴𝗺𝗮 StorM,6a947113629039f77d8a5c46,Dark League Pop Up,57,2026-08-30T22:40:00.000Z,,2-3-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a947113629039f77d8a5c46/player/normo360/decklist
Mega Blaziken ex,mega-blaziken-ex-b1,allenking,賭狗的人 有運氣,6a9d5a0bab080c8c957fbb20,DR. KELP’S CHUM BUCKET POP UP,34,2026-09-06T14:50:00.000Z,,2-3-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a9d5a0bab080c8c957fbb20/player/allenking/decklist
Mega Blaziken ex,mega-blaziken-ex-b1,2sick,²ᵀ| ²ꜱɪᴄᴋ,6aabc43df1243e65f9803602,DR KELP’S CHUM BUCKET POP UP,29,2026-09-17T14:15:00.000Z,,2-3-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6aabc43df1243e65f9803602/player/2sick/decklist
Mega Charizard X ex Mega Charizard Y ex,mega-charizard-x-ex-b2b-mega-charizard-y-ex-b1a,legoshi,Legoshi,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02T17:00:00.000Z,7,6-2-1,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/legoshi/decklist
Mega Charizard X ex Mega Charizard Y ex,mega-charizard-x-ex-b2b-mega-charizard-y-ex-b1a,reziah,Reziah,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,19,8-2-0,Protective Poncho x1 [B2 147]; Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/reziah/decklist
Mega Charizard X ex Mega Charizard Y ex,mega-charizard-x-ex-b2b-mega-charizard-y-ex-b1a,leviathanko,LeviathanKO,6a96b86babb948223750549c,Dark League Pop Up,46,2026-09-01T14:15:00.000Z,22,3-3-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a96b86babb948223750549c/player/leviathanko/decklist
Mega Charizard X ex Mega Charizard Y ex,mega-charizard-x-ex-b2b-mega-charizard-y-ex-b1a,whiterabbit,whiteRabbit,6a90c1890580a332c842170e,🚀Nuggie's POG Tourney #14 $25 Winner Takes ALL🚀,106,2026-08-30T09:00:00.000Z,23,4-2-1,Protective Poncho x1 [B2 147]; Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a90c1890580a332c842170e/player/whiterabbit/decklist
Mega Charizard X ex Mega Charizard Y ex,mega-charizard-x-ex-b2b-mega-charizard-y-ex-b1a,deister,deister,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01T17:00:00.000Z,33,3-2-1,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/deister/decklist
Mega Charizard X ex Mega Charizard Y ex,mega-charizard-x-ex-b2b-mega-charizard-y-ex-b1a,nyrq,nyrq,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02T17:00:00.000Z,50,3-3-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/nyrq/decklist
Mega Charizard X ex Mega Charizard Y ex,mega-charizard-x-ex-b2b-mega-charizard-y-ex-b1a,nyrq,nyrq,6a94b2ffabb9482237504367,♨️Sauna X Almond POG Tournament #24|10USD + FA!,110,2026-09-02T08:30:00.000Z,55,2-4-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a94b2ffabb9482237504367/player/nyrq/decklist
Mega Charizard X ex Mega Charizard Y ex,mega-charizard-x-ex-b2b-mega-charizard-y-ex-b1a,inu,Inu,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,93,4-3-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/inu/decklist
Mega Charizard X ex Mega Charizard Y ex,mega-charizard-x-ex-b2b-mega-charizard-y-ex-b1a,mrclutchalex,MrClutchALEX,6a9829c8a4272c53be644d74,The PokeBounty Showdown $1000 Prize Pool (#1),132,2026-09-07T23:00:00.000Z,,3-3-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a9829c8a4272c53be644d74/player/mrclutchalex/decklist
Mega Charizard X ex Mega Charizard Y ex,mega-charizard-x-ex-b2b-mega-charizard-y-ex-b1a,enash1990,enash1990,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02T17:00:00.000Z,,1-2-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/enash1990/decklist
Mega Charizard X ex Mega Charizard Y ex,mega-charizard-x-ex-b2b-mega-charizard-y-ex-b1a,whiterabbit,whiteRabbit,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02T17:00:00.000Z,,0-3-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/whiterabbit/decklist
Mega Charizard X ex Mega Charizard Y ex,mega-charizard-x-ex-b2b-mega-charizard-y-ex-b1a,enash1990,enash1990,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01T17:00:00.000Z,,1-2-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/enash1990/decklist
Mega Charizard X ex Mega Charizard Y ex,mega-charizard-x-ex-b2b-mega-charizard-y-ex-b1a,super_peace,Super_Peace,6a90c1890580a332c842170e,🚀Nuggie's POG Tourney #14 $25 Winner Takes ALL🚀,106,2026-08-30T09:00:00.000Z,,0-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a90c1890580a332c842170e/player/super_peace/decklist
Mega Charizard X ex Mega Charizard Y ex,mega-charizard-x-ex-b2b-mega-charizard-y-ex-b1a,germanicus,Germanicus,6a981923a4272c53be644ca8,DR. KELP’S CHUM BUCKET POP UP,31,2026-09-02T14:00:00.000Z,,0-1-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a981923a4272c53be644ca8/player/germanicus/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,ibfasting,𝗕𝗢𝗔𝗧 | Fasting,6a9b4f52ab080c8c957fa3d7,TBC Presents: Breakfast & Breakdowns🔥,97,2026-09-06T01:45:00.000Z,6,6-2-2,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9b4f52ab080c8c957fa3d7/player/ibfasting/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,winsters,𝗕𝗢𝗔𝗧 | Goose,6a78c5912b308b6067b4f421,Tournament Vegegras cash prize 100usd,116,2026-09-05T19:05:00.000Z,8,7-4-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a78c5912b308b6067b4f421/player/winsters/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,guunnz,𝗠𝗢𝗡⭐️ | guunnz,6a9b4f52ab080c8c957fa3d7,TBC Presents: Breakfast & Breakdowns🔥,97,2026-09-06T01:45:00.000Z,8,6-4-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9b4f52ab080c8c957fa3d7/player/guunnz/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,brendon68,𝙄𝙈𝙋 | Brendon .,6a9f6899a4272c53be64a894,Umbreon99's Team Rocket's Bash: $10 USD + 🌈,172,2026-09-08T17:45:00.000Z,9,7-1-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9f6899a4272c53be64a894/player/brendon68/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,rubiq,Rubiq,6aa6244c38886b36383be644,🔥Highlight's Pyro Pop-Up #2🔥 FA OAK!,33,2026-09-13T05:20:00.000Z,12,3-2-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6aa6244c38886b36383be644/player/rubiq/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,atemus95gr,Atemus95Gr,6a8ea2690580a332c8420304,Rozey Birthday Pop Up By Dark league,29,2026-08-26T10:35:00.000Z,15,2-2-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8ea2690580a332c8420304/player/atemus95gr/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,brendon68,𝙄𝙈𝙋 | Brendon .,6a9e12feab080c8c957fc84e,♨️Sauna X Ev4de POG Tournament #27|10 USD+Top 4 FA,73,2026-09-11T03:10:00.000Z,18,4-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9e12feab080c8c957fc84e/player/brendon68/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,guunnz,𝗠𝗢𝗡⭐️ | guunnz,6a985d35ab080c8c957f7fac,The Dark League Tournament | POP UP,77,2026-09-02T21:10:00.000Z,19,4-3-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a985d35ab080c8c957f7fac/player/guunnz/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,mo1245,Mo1245,6a9f6899a4272c53be64a894,Umbreon99's Team Rocket's Bash: $10 USD + 🌈,172,2026-09-08T17:45:00.000Z,22,5-2-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9f6899a4272c53be64a894/player/mo1245/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,n7hs4,n7hs4,6a9829c8a4272c53be644d74,The PokeBounty Showdown $1000 Prize Pool (#1),132,2026-09-07T23:00:00.000Z,29,5-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9829c8a4272c53be644d74/player/n7hs4/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,miqueas0828,Miqueas0828,6aa22425a4272c53be64ca36,The Breakfast Club Daily #5-$5 + FA,112,2026-09-10T20:20:00.000Z,34,4-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa22425a4272c53be64ca36/player/miqueas0828/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,winsters,𝗕𝗢𝗔𝗧 | Goose,6a9829c8a4272c53be644d74,The PokeBounty Showdown $1000 Prize Pool (#1),132,2026-09-07T23:00:00.000Z,37,4-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9829c8a4272c53be644d74/player/winsters/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,mo1245,Mo1245,6a8de28f0580a332c841fd99,The TCGP Arena #5! Prizing: Full Art TRA Cards!,108,2026-08-27T17:00:00.000Z,38,3-4-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8de28f0580a332c841fd99/player/mo1245/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,fitypaldis,Fitypaldis,6a9b4f52ab080c8c957fa3d7,TBC Presents: Breakfast & Breakdowns🔥,97,2026-09-06T01:45:00.000Z,43,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9b4f52ab080c8c957fa3d7/player/fitypaldis/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,iromm,Eleven Gomes,6a9f6899a4272c53be64a894,Umbreon99's Team Rocket's Bash: $10 USD + 🌈,172,2026-09-08T17:45:00.000Z,45,4-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9f6899a4272c53be64a894/player/iromm/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,brendon68,𝙄𝙈𝙋 | Brendon .,6a94b2ffabb9482237504367,♨️Sauna X Almond POG Tournament #24|10USD + FA!,110,2026-09-02T08:30:00.000Z,49,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a94b2ffabb9482237504367/player/brendon68/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,sinorci200,𝗙𝗚𝗥 || Sinorci200,6a9dc423ab080c8c957fc250,The Breakfast Club Nightly-$20,118,2026-09-07T00:45:00.000Z,64,2-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9dc423ab080c8c957fc250/player/sinorci200/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,thanos9_9,Thanos ,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,141,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/thanos9_9/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,kyoffie,Kyoffie,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11T17:45:00.000Z,,3-4-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/kyoffie/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,nemu,Nemu,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11T17:45:00.000Z,,1-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/nemu/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,foodking90,foodking90,6a901ac60580a332c8420eaa,‼️$20 BEC'S 📛NEW SET PARTY - FA PRIZES🔻,133,2026-08-28T13:10:00.000Z,,0-2-0,Protective Poncho x1 [B2 147]; Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a901ac60580a332c8420eaa/player/foodking90/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,brendon68,𝙄𝙈𝙋 | Brendon .,6aac7e78f127b1b52c27ba59,$40 USD+FA | 巫獅對戰塔盃 LeoWizard BattleTower Cup #12,112,2026-09-19T13:00:00.000Z,,2-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aac7e78f127b1b52c27ba59/player/brendon68/decklist
Mega Charizard Y ex Entei ex,mega-charizard-y-ex-b1a-entei-ex-a4a,djokonitin,djokonitin,6a90c1890580a332c842170e,🚀Nuggie's POG Tourney #14 $25 Winner Takes ALL🚀,106,2026-08-30T09:00:00.000Z,,1-2-0,Protective Poncho x1 [B2 147]; Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a90c1890580a332c842170e/player/djokonitin/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,pikamon,Pikamon,6aa22425a4272c53be64ca36,The Breakfast Club Daily #5-$5 + FA,112,2026-09-10T20:20:00.000Z,1,10-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa22425a4272c53be64ca36/player/pikamon/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,frozen,𝐄𝐥𝐢𝐭𝐞𝟒 Frozen,6a96b86babb948223750549c,Dark League Pop Up,46,2026-09-01T14:15:00.000Z,1,8-2-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a96b86babb948223750549c/player/frozen/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,drakioxp,Drakioxp,6a9c4f47a4272c53be647ff7,notChaser CUP#2 Equipe Rocket!,8,2026-09-05T22:00:00.000Z,1,6-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9c4f47a4272c53be647ff7/player/drakioxp/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,aldous,Aldous,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01T17:00:00.000Z,2,8-2-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/aldous/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,lazimus,Lazimus,6a947113629039f77d8a5c46,Dark League Pop Up,57,2026-08-30T22:40:00.000Z,2,10-1-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a947113629039f77d8a5c46/player/lazimus/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,thomasxavier21,ThomasXavier21,6a98b6dfab080c8c957f8554,Block Dragon Pop Up (RR Vespiquen),48,2026-09-03T02:15:00.000Z,2,9-1-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a98b6dfab080c8c957f8554/player/thomasxavier21/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,dietdrkelp,𝗠𝗢𝗡⭐| Suede,6aa6942138886b36383be9a3,DR KELP’S CHUM BUCKET POP UP - FA COPYCAT,38,2026-09-13T14:00:00.000Z,2,7-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa6942138886b36383be9a3/player/dietdrkelp/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,jachuuuu,jachuuuu,6a9836ffa4272c53be644df4,Trinity Tournament 2,23,2026-09-05T01:00:00.000Z,2,4-1-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9836ffa4272c53be644df4/player/jachuuuu/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,sinorci200,𝗙𝗚𝗥 || Sinorci200,6a9fe0c7ab080c8c957fdde4,Meteor Cup #3 | Autumn Season 26,6,2026-09-11T01:00:00.000Z,2,2-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9fe0c7ab080c8c957fdde4/player/sinorci200/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,esteban0708,Esteban0708,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,3,11-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/esteban0708/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,dietdrkelp,𝗠𝗢𝗡⭐| Suede,6a99bbffa4272c53be645f44,Block Dragon Pop Up (RR Team Rockets Raticate),60,2026-09-03T20:45:00.000Z,3,6-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a99bbffa4272c53be645f44/player/dietdrkelp/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,monkeydonkey,MonkeyDonkey,6aa7cd2ff1243e65f9800e0f,TBC KELP CLASSIC 10th ANNIVERSARY- $10 + FA CYRUS,78,2026-09-15T23:15:00.000Z,4,8-2-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa7cd2ff1243e65f9800e0f/player/monkeydonkey/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,sparadrap,Sparadrap,6a8f27e57a62de813013fb20,The Breakfast Club Pop Up-$5+FA,69,2026-08-26T21:00:00.000Z,4,6-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8f27e57a62de813013fb20/player/sparadrap/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,dietdrkelp,𝗠𝗢𝗡⭐| Suede,6a9d55b3ab080c8c957fbaa6,OTS Pokemon TCG Pocket Arena Pop Up | $5 USD,65,2026-09-06T18:00:00.000Z,5,5-1-2,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9d55b3ab080c8c957fbaa6/player/dietdrkelp/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,sachatouille,Sachatouille,6aabc067f1243e65f98035ec,The TCGP Arena #6! Prizing: 🌟🌟 Cards,53,2026-09-21T17:00:00.000Z,5,6-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aabc067f1243e65f98035ec/player/sachatouille/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,dietdrkelp,𝗠𝗢𝗡⭐| Suede,6aa13feaa4272c53be64b94a,DR KELP’S CHUM BUCKET POP UP,49,2026-09-09T14:00:00.000Z,5,5-1-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa13feaa4272c53be64b94a/player/dietdrkelp/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,mamish,Mamish,6a9836ffa4272c53be644df4,Trinity Tournament 2,23,2026-09-05T01:00:00.000Z,5,2-1-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9836ffa4272c53be644df4/player/mamish/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,manux,Manux,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29T16:00:00.000Z,6,9-3-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/manux/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,khaiky,Khaiky Rodrigues,6a88ce398302ae761e5f8954,🇧🇷 Hit Pocket #3 | TCG Pocket,24,2026-08-29T00:00:00.000Z,6,4-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a88ce398302ae761e5f8954/player/khaiky/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,abnermoyai,𝗜𝗠𝗢 | Theodoro Melo,6a9ed1b3ab080c8c957fcda5,🇧🇷 Hit Sparrow #11 | TCG Pocket,22,2026-09-09T22:00:00.000Z,6,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9ed1b3ab080c8c957fcda5/player/abnermoyai/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,semitse,Semitse,6a827b0778baaa6d1c221f3f,Meteor Cup #1 | Autumn Season 26,8,2026-08-28T01:00:00.000Z,7,0-3-1,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a827b0778baaa6d1c221f3f/player/semitse/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,atemus95gr,Atemus95Gr,6a901ac60580a332c8420eaa,‼️$20 BEC'S 📛NEW SET PARTY - FA PRIZES🔻,133,2026-08-28T13:10:00.000Z,8,7-3-0,Protective Poncho x1 [B2 147]; Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a901ac60580a332c8420eaa/player/atemus95gr/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,guunnz,𝗠𝗢𝗡⭐️ | guunnz,6aa2a732a4272c53be64cdf1,DR KELP’S CHUM BUCKET POP UP,37,2026-09-10T14:15:00.000Z,8,4-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aa2a732a4272c53be64cdf1/player/guunnz/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,aldous,Aldous,6a8ea2690580a332c8420304,Rozey Birthday Pop Up By Dark league,29,2026-08-26T10:35:00.000Z,8,4-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a8ea2690580a332c8420304/player/aldous/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,cloudchasing,CloudChasing,6aaad41638886b36383c1ad5,Pop Up Series 9 || FA OAK,27,2026-09-17T03:00:00.000Z,8,3-3-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6aaad41638886b36383c1ad5/player/cloudchasing/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,xerxes03,Xerxes03,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02T17:00:00.000Z,9,6-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/xerxes03/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,lanora,𝗠𝗲𝗴𝗮 LaNora 𝗘𝗫,6a78c5912b308b6067b4f421,Tournament Vegegras cash prize 100usd,116,2026-09-05T19:05:00.000Z,9,6-2-2,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a78c5912b308b6067b4f421/player/lanora/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,pdon,PDon,6a90c1890580a332c842170e,🚀Nuggie's POG Tourney #14 $25 Winner Takes ALL🚀,106,2026-08-30T09:00:00.000Z,9,6-2-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a90c1890580a332c842170e/player/pdon/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,novamaygray,NovaMayGray,6a9836ffa4272c53be644df4,Trinity Tournament 2,23,2026-09-05T01:00:00.000Z,9,1-1-0,Protective Poncho x1 [B2 147],False,,20,https://play.limitlesstcg.com/tournament/6a9836ffa4272c53be644df4/player/novamaygray/decklist
Mega Lucario ex Lucario,mega-lucario-ex-b3-lucario-a2,radarada,RadaRada,6a9836ffa4272c53be644df4,Trinity Tournament 2,23,2026-09-05T01:00:00.000Z,9,1-1-0,Rocky Helmet x1 [A2 148],False,,20,https://play.limitlesstcg.com/tournament/6a9836ffa4272c53be644df4/player/radarada/decklist
